"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Bodo_seaway","Bodo_geodesic","Crete_seaway","Crete_geodesic","Gdynia_seaway","Gdynia_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","SWC_seaway","SWC_geodesic","TZS_seaway","TZS_geodesic","Toralla_seaway","Toralla_geodesic"
62.35767,17.49419,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2145,1499,2760,562,7332,3051,899,883,3368,2503,7563,1891,1381,522,1400,771,7530,2021,7530,2021,2704,2016,1242,612,431,418,3583,2827
62.35767,17.49419,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2145,1499,2760,562,7332,3051,899,883,3368,2503,7563,1891,1381,522,1400,771,7530,2021,7530,2021,2704,2016,1242,612,431,418,3583,2827
62.42289,17.4038,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2155,1501,2770,554,7342,3059,910,891,3379,2505,7574,1897,1392,524,1410,773,7541,2027,7541,2027,2714,2017,1252,615,436,426,3594,2829
62.42289,17.4038,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2155,1501,2770,554,7342,3059,910,891,3379,2505,7574,1897,1392,524,1410,773,7541,2027,7541,2027,2714,2017,1252,615,436,426,3594,2829
62.42289,17.4038,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2155,1501,2770,554,7342,3059,910,891,3379,2505,7574,1897,1392,524,1410,773,7541,2027,7541,2027,2714,2017,1252,615,436,426,3594,2829
62.25639,17.51251,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2133,1491,2747,573,7319,3040,887,872,3356,2495,7551,1880,1369,515,1388,763,7518,2010,7518,2010,2691,2009,1229,603,421,410,3571,2821
62.25639,17.51251,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2133,1491,2747,573,7319,3040,887,872,3356,2495,7551,1880,1369,515,1388,763,7518,2010,7518,2010,2691,2009,1229,603,421,410,3571,2821
62.25639,17.51251,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2133,1491,2747,573,7319,3040,887,872,3356,2495,7551,1880,1369,515,1388,763,7518,2010,7518,2010,2691,2009,1229,603,421,410,3571,2821
62.24059,17.61315,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2131,1493,2746,576,7318,3037,885,870,3354,2498,7549,1879,1367,517,1386,765,7516,2009,7516,2009,2690,2012,1228,605,416,405,3569,2824
62.24059,17.61315,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2131,1493,2746,576,7318,3037,885,870,3354,2498,7549,1879,1367,517,1386,765,7516,2009,7516,2009,2690,2012,1228,605,416,405,3569,2824
62.24059,17.61315,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2131,1493,2746,576,7318,3037,885,870,3354,2498,7549,1879,1367,517,1386,765,7516,2009,7516,2009,2690,2012,1228,605,416,405,3569,2824
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.54723,18.12123,2009,8,"Sweden","MATERIAL_SAMPLE",57.55,18.05,4.27,1603,1184,2218,1095,6790,2525,350,347,2826,2159,7021,1373,839,434,858,548,6988,1510,6988,1510,2162,1759,700,378,405,395,3041,2543
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
57.27507,18.09543,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1583,1171,2197,1126,6769,2494,317,316,2806,2142,7001,1345,819,449,838,549,6968,1482,6968,1482,2141,1749,679,384,438,414,3021,2530
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93115,18.13747,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1565,1156,2180,1164,6752,2457,283,278,2788,2121,6983,1308,801,470,820,553,6950,1446,6950,1446,2124,1736,662,395,442,441,3003,2513
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
56.93893,18.31123,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1577,1166,2192,1164,6764,2455,281,278,2801,2130,6995,1312,814,478,832,563,6962,1450,6962,1450,2136,1746,674,405,435,433,3015,2523
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
57.44473,18.89033,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,1637,1222,2252,1114,6824,2501,336,334,2861,2192,7056,1376,874,485,892,597,7023,1515,7023,1515,2196,1800,734,429,371,368,3076,2581
62.83967,18.21755,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1564,2805,519,7377,3095,945,935,3414,2568,7609,1950,1427,586,1445,836,7576,2081,7576,2081,2749,2078,1287,677,442,429,3629,2890
62.83967,18.21755,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1564,2805,519,7377,3095,945,935,3414,2568,7609,1950,1427,586,1445,836,7576,2081,7576,2081,2749,2078,1287,677,442,429,3629,2890
62.83967,18.21755,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1564,2805,519,7377,3095,945,935,3414,2568,7609,1950,1427,586,1445,836,7576,2081,7576,2081,2749,2078,1287,677,442,429,3629,2890
62.83967,18.21755,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1564,2805,519,7377,3095,945,935,3414,2568,7609,1950,1427,586,1445,836,7576,2081,7576,2081,2749,2078,1287,677,442,429,3629,2890
62.83967,18.21755,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1564,2805,519,7377,3095,945,935,3414,2568,7609,1950,1427,586,1445,836,7576,2081,7576,2081,2749,2078,1287,677,442,429,3629,2890
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.85377,18.27848,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1567,2805,519,7377,3096,945,936,3414,2571,7609,1953,1427,590,1445,839,7576,2083,7576,2083,2749,2082,1287,680,442,428,3629,2894
62.8754,18.29048,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1569,2805,517,7377,3098,945,939,3414,2573,7609,1955,1427,592,1445,841,7576,2086,7576,2086,2749,2084,1287,682,442,429,3629,2896
62.8754,18.29048,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1569,2805,517,7377,3098,945,939,3414,2573,7609,1955,1427,592,1445,841,7576,2086,7576,2086,2749,2084,1287,682,442,429,3629,2896
62.8754,18.29048,2009,8,"Sweden","MATERIAL_SAMPLE",NA,NA,NA,2190,1569,2805,517,7377,3098,945,939,3414,2573,7609,1955,1427,592,1445,841,7576,2086,7576,2086,2749,2084,1287,682,442,429,3629,2896
