"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","BelgiumCoast_seaway","BelgiumCoast_geodesic","Bodo_seaway","Bodo_geodesic","Crete_seaway","Crete_geodesic","Galway_seaway","Galway_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","SWC_seaway","SWC_geodesic","Svalbard_seaway","Svalbard_geodesic","TZS_seaway","TZS_geodesic","Toralla_seaway","Toralla_geodesic"
57.35804,-5.551766,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.4,1200,870,1591,1521,5489,3345,564,516,5720,1857,1192,1003,1187,1011,921,772,1204,1041,2495,2467,2263,1693,1739,1685
54.168129,-4.460108,2017,8,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,1126,601,1961,1776,5143,3100,602,364,5375,1607,1562,1088,1557,1036,572,423,1574,1082,2865,2792,2633,1782,1394,1365
57.36253,-5.649322,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.2,1188,882,1579,1515,5501,3356,574,522,5733,1868,1180,1005,1175,1016,933,784,1192,1045,2483,2457,2251,1695,1752,1696
50.61793,-2.28398,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.24999999999999,7.93,411,390,2284,2084,4853,2775,832,597,5084,1302,1347,1260,1295,1151,158,137,1321,1206,3386,3168,2371,1907,1104,1052
50.63232,-1.922252,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,5.47,386,359,2260,2063,4880,2755,864,615,5112,1279,1322,1234,1270,1123,190,167,1297,1179,3362,3154,2346,1878,1132,1076
50.61793,-2.28398,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.24999999999999,7.93,411,390,2284,2084,4853,2775,832,597,5084,1302,1347,1260,1295,1151,158,137,1321,1206,3386,3168,2371,1907,1104,1052
59.9342,5.79232,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,984,970,1006,924,6130,3070,1377,1206,6361,1685,558,324,553,431,1466,1237,570,425,2112,2070,1629,975,2381,2207
59.78431,5.66194,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,961,952,1025,943,6108,3061,1360,1191,6339,1672,535,326,530,425,1444,1219,547,422,2130,2088,1606,984,2359,2189
59.852745,5.269221,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,963,956,1008,945,6108,3080,1339,1176,6340,1688,545,349,540,447,1444,1213,558,445,2113,2083,1617,1005,2360,2184
59.934159,5.45948,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,976,967,1000,932,6121,3081,1355,1190,6353,1692,556,341,551,445,1457,1226,569,440,2105,2072,1628,993,2373,2197
60.097059,5.200761,2017,8,"Norway","HUMAN_OBSERVATION",60.05,5.15000000000001,5.95,984,977,985,928,6128,3102,1339,1182,6360,1711,566,362,561,466,1465,1227,578,462,2090,2062,1637,1009,2380,2199
60.17075,5.72059,2017,8,"Norway","HUMAN_OBSERVATION",60.15,5.65000000000001,4.54,1003,992,983,906,6148,3094,1370,1212,6379,1710,581,340,576,453,1484,1252,593,445,2089,2047,1652,980,2399,2223
60.235735,5.598,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1010,1001,971,899,6155,3104,1369,1214,6387,1720,590,346,585,461,1491,1258,603,453,2076,2038,1662,982,2407,2230
60.227799,5.188791,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1006,997,962,909,6150,3116,1347,1195,6382,1728,588,367,583,478,1487,1245,601,471,2068,2042,1660,1004,2402,2217
60.29135,5.167004,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1006,1003,962,904,6150,3123,1347,1198,6382,1735,588,370,583,483,1487,1251,601,476,2068,2035,1660,1005,2402,2222
60.441139,4.920461,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1027,1018,939,895,6170,3144,1342,1196,6402,1756,611,390,606,504,1507,1258,623,497,2044,2020,1682,1017,2422,2229
60.351029,4.975831,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1016,1009,950,903,6159,3134,1339,1193,6391,1745,599,383,595,495,1496,1251,612,488,2056,2029,1671,1015,2411,2222
60.521469,4.910901,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1038,1027,928,887,6182,3152,1346,1201,6413,1764,622,394,617,511,1518,1265,634,502,2033,2011,1693,1017,2433,2237
60.717329,4.883721,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1059,1048,905,869,6203,3170,1348,1213,6434,1785,645,405,640,527,1539,1283,657,517,2010,1989,1716,1017,2454,2255
60.724749,5.39431,2017,8,"Norway","HUMAN_OBSERVATION",60.65,5.35000000000001,8.66,1052,1044,925,864,6196,3149,1373,1229,6428,1768,634,379,629,504,1533,1290,647,492,2030,1994,1706,992,2448,2262
62.32047,5.773631,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1256,1232,710,692,6399,3290,1462,1362,6631,1936,842,482,837,639,1735,1462,855,614,1827,1806,1914,979,2651,2433
63.45378,10.227481,2017,8,"Norway","HUMAN_OBSERVATION",63.45,10.35,6.11,1574,1413,539,468,6717,3286,1775,1623,6948,2006,1160,511,1155,691,2053,1695,1172,647,1720,1659,2231,791,2968,2666
60.998039,4.88605,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1081,1080,882,842,6225,3195,1356,1232,6456,1814,667,420,662,549,1561,1310,679,536,1988,1958,1738,1016,2476,2282
61.023149,5.02891,2017,8,"Norway","HUMAN_OBSERVATION",61.05,4.95000000000001,5.2,1093,1086,872,835,6237,3198,1366,1238,6468,1818,677,420,673,551,1573,1317,690,538,1978,1952,1749,1013,2488,2289
60.19853,5.593711,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,999,997,982,902,6144,3101,1365,1212,6375,1717,579,345,574,459,1480,1255,592,451,2087,2042,1651,982,2396,2226
60.231868,5.685403,2017,8,"Norway","HUMAN_OBSERVATION",60.15,5.65000000000001,9.32,1003,992,983,906,6148,3094,1370,1212,6379,1710,581,340,576,453,1484,1252,593,445,2089,2047,1652,980,2399,2223
59.986039,5.10358,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,973,969,996,936,6117,3098,1336,1176,6349,1705,555,362,550,464,1454,1220,567,460,2101,2069,1626,1012,2369,2191
60.198379,5.168291,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,995,993,974,913,6139,3114,1342,1192,6371,1725,577,367,572,476,1476,1242,590,470,2079,2045,1649,1006,2391,2213
59.251089,6.094391,2017,8,"Norway","HUMAN_OBSERVATION",59.25,6.15000000000001,3.17,919,900,1089,987,6065,2997,1374,1186,6297,1607,493,287,488,368,1402,1187,505,369,2194,2144,1564,967,2317,2156
59.255626,5.426855,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,898,892,1080,1002,6044,3022,1332,1150,6275,1623,473,328,468,402,1380,1163,485,407,2186,2148,1544,1007,2295,2133
62.843313,7.139226,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,9.64,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
62.83623,7.04835,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,5.23,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
62.83983,7.128933,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,9.16,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
62.84252,7.083617,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,6.84,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
62.84543,7.095967,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,7.43,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
62.83698,7.095467,2017,8,"Norway","HUMAN_OBSERVATION",62.85,6.95000000000001,7.53,1342,1301,631,609,6485,3308,1545,1446,6716,1974,928,497,923,665,1821,1543,941,633,1766,1741,2000,931,2736,2515
60.389057,4.969982,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1016,1013,950,899,6159,3138,1339,1195,6391,1749,599,385,595,498,1496,1254,612,491,2056,2025,1671,1015,2411,2226
59.072623,10.393607,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,973,974,1512,936,6156,2850,1688,1402,6387,1523,55,46,207,207,1492,1343,176,174,2618,2146,1279,733,2407,2295
57.29271,-5.734247,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.45,1188,882,1579,1515,5501,3356,574,522,5733,1868,1180,1005,1175,1016,933,784,1192,1045,2483,2457,2251,1695,1752,1696
57.29415,-5.728863,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.35,1188,882,1579,1515,5501,3356,574,522,5733,1868,1180,1005,1175,1016,933,784,1192,1045,2483,2457,2251,1695,1752,1696
57.28795,-5.725196,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,6.19,1200,870,1591,1521,5489,3345,564,516,5720,1857,1192,1003,1187,1011,921,772,1204,1041,2495,2467,2263,1693,1739,1685
57.30362,-5.725818,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1188,878,1579,1518,5501,3352,574,519,5733,1864,1180,1005,1175,1015,933,779,1192,1045,2483,2462,2251,1695,1752,1691
57.29383,-5.728831,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.38,1188,882,1579,1515,5501,3356,574,522,5733,1868,1180,1005,1175,1016,933,784,1192,1045,2483,2457,2251,1695,1752,1696
57.31953,-5.705724,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1188,878,1579,1516,5501,3352,574,521,5733,1864,1180,1003,1175,1013,933,780,1192,1043,2483,2460,2251,1693,1752,1693
57.29126,-5.727806,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,6.56,1200,870,1591,1521,5489,3345,564,516,5720,1857,1192,1003,1187,1011,921,772,1204,1041,2495,2467,2263,1693,1739,1685
57.28662,-5.733456,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,6.47,1200,870,1591,1521,5489,3345,564,516,5720,1857,1192,1003,1187,1011,921,772,1204,1041,2495,2467,2263,1693,1739,1685
57.30109,-5.725164,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1188,877,1579,1519,5501,3352,574,518,5733,1864,1180,1005,1175,1015,933,779,1192,1045,2483,2462,2251,1695,1752,1690
65.80569,11.76968,2017,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1743,1683,221,206,6862,3501,1915,1836,7094,2261,1330,773,1325,953,2223,1946,1342,905,1416,1393,2401,883,3113,2918
66.01137,12.246321,2017,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1775,1712,190,174,6894,3515,1948,1867,7126,2283,1361,797,1356,977,2255,1978,1374,929,1392,1369,2433,884,3145,2949
65.690016,11.7834,2017,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1726,1671,240,216,6852,3489,1906,1828,7084,2248,1312,760,1307,940,2205,1936,1325,893,1438,1406,2384,874,3103,2908
52.455,4.556,2017,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,158,156,1831,1737,5371,2502,1381,966,5602,1013,834,824,781,681,707,649,807,740,2936,2907,1857,1416,1622,1514
52.64,4.62,2017,10,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,4.86,174,174,1809,1717,5379,2516,1389,962,5610,1029,812,805,758,664,715,655,785,722,2914,2885,1835,1401,1630,1529
50.60806,-1.949373,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-1.94999999999999,6.46,390,369,2263,2076,4867,2756,853,615,5099,1282,1325,1247,1273,1136,179,158,1300,1192,3365,3166,2350,1891,1119,1063
50.60806,-1.949373,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-1.94999999999999,6.46,390,369,2263,2076,4867,2756,853,615,5099,1282,1325,1247,1273,1136,179,158,1300,1192,3365,3166,2350,1891,1119,1063
50.313298,-4.106003,2016,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,569,524,2442,2156,4759,2882,689,508,4991,1420,1505,1363,1453,1263,0,7,1479,1318,3407,3212,2529,2022,1011,968
60.241145,5.202548,2016,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1007,998,968,908,6151,3117,1353,1196,6383,1729,589,367,584,478,1488,1247,601,471,2074,2040,1660,1004,2403,2218
54.55557,-5.622785,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1163,688,1895,1774,5177,3187,527,308,5409,1694,1496,1127,1491,1088,609,477,1508,1130,2799,2762,2567,1825,1428,1390
54.5109,-5.549952,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,6.78,1150,679,1907,1782,5164,3177,540,307,5396,1684,1508,1130,1503,1088,596,464,1520,1131,2811,2773,2579,1827,1415,1380
60.113586,5.066337,2016,4,"Norway","HUMAN_OBSERVATION",NA,NA,NA,994,983,973,924,6138,3110,1337,1182,6370,1719,577,369,572,474,1475,1231,589,470,2078,2055,1648,1013,2390,2202
57.474632,-7.38231,2016,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-7.44999999999999,4.89,1226,965,1612,1566,5501,3448,519,490,5733,1958,1217,1100,1212,1116,959,817,1230,1144,2485,2467,2289,1786,1757,1696
59.043072,10.296316,2016,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,970,969,1506,940,6152,2850,1683,1396,6384,1521,61,50,207,205,1488,1336,180,173,2612,2150,1281,739,2404,2289
54.38322,-5.572778,2016,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,7.58,1150,679,1907,1782,5164,3177,540,307,5396,1684,1508,1130,1503,1088,596,464,1520,1131,2811,2773,2579,1827,1415,1380
59.349779,5.315877,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,909,901,1067,995,6054,3034,1330,1150,6285,1635,485,336,480,413,1390,1168,497,417,2173,2138,1556,1011,2305,2138
60.19853,5.593711,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,999,997,982,902,6144,3101,1365,1212,6375,1717,579,345,574,459,1480,1255,592,451,2087,2042,1651,982,2396,2226
60.231868,5.685403,2016,6,"Norway","HUMAN_OBSERVATION",60.15,5.65000000000001,9.32,1003,992,983,906,6148,3094,1370,1212,6379,1710,581,340,576,453,1484,1252,593,445,2089,2047,1652,980,2399,2223
58.968962,5.878673,2016,6,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,4.61,903,865,1119,1022,6050,2976,1358,1161,6281,1580,477,297,472,359,1386,1154,489,367,2224,2179,1548,985,2301,2122
59.05966,5.71851,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,887,874,1105,1016,6033,2994,1342,1154,6265,1596,461,310,456,377,1370,1155,473,384,2211,2168,1532,995,2285,2124
59.255626,5.426855,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,898,892,1080,1002,6044,3022,1332,1150,6275,1623,473,328,468,402,1380,1163,485,407,2186,2148,1544,1007,2295,2133
59.251089,6.094391,2016,6,"Norway","HUMAN_OBSERVATION",59.25,6.15000000000001,3.17,919,900,1089,987,6065,2997,1374,1186,6297,1607,493,287,488,368,1402,1187,505,369,2194,2144,1564,967,2317,2156
59.322629,6.405344,2016,6,"Norway","HUMAN_OBSERVATION",59.25,6.15000000000001,16.62,919,900,1089,987,6065,2997,1374,1186,6297,1607,493,287,488,368,1402,1187,505,369,2194,2144,1564,967,2317,2156
58.5132,8.944219,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,886,879,1411,1015,6061,2838,1587,1303,6293,1479,141,132,197,191,1397,1239,204,189,2517,2213,1275,829,2313,2192
58.273133,8.537156,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,846,844,1372,1047,6020,2829,1548,1272,6251,1460,178,164,198,192,1356,1203,215,200,2478,2241,1275,860,2271,2156
59.254302,10.703994,2016,6,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1001,999,1538,914,6184,2860,1714,1422,6416,1540,54,49,226,224,1520,1367,191,186,2644,2126,1293,715,2436,2319
59.038457,11.115303,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1001,993,1558,932,6185,2827,1734,1440,6417,1513,25,18,202,198,1522,1373,163,155,2664,2148,1266,693,2437,2321
58.99358,9.808552,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,950,950,1479,951,6129,2859,1655,1367,6360,1521,79,76,205,209,1465,1311,185,184,2584,2157,1280,768,2380,2265
59.02325,9.753881,2016,6,"Norway","HUMAN_OBSERVATION",58.95,9.75000000000001,8.16,947,944,1475,957,6125,2856,1651,1362,6357,1516,85,78,208,206,1462,1306,188,183,2581,2162,1283,772,2377,2260
58.74279,9.267662,2016,6,"Norway","HUMAN_OBSERVATION",58.75,9.35000000000001,4.82,916,913,1443,984,6093,2849,1619,1333,6325,1500,108,102,200,197,1430,1274,190,184,2549,2185,1278,800,2345,2228
58.316602,8.581778,2016,6,"Norway","HUMAN_OBSERVATION",58.35,8.65000000000001,5.45,858,855,1382,1037,6032,2832,1558,1280,6264,1466,167,154,197,192,1369,1214,213,197,2488,2232,1273,851,2284,2167
58.25454,8.522821,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,846,842,1372,1049,6020,2827,1548,1270,6251,1458,178,165,198,191,1356,1201,215,200,2478,2243,1275,862,2271,2154
58.1323,8.06625,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,823,818,1338,1069,5995,2831,1514,1240,6227,1453,220,195,224,208,1332,1172,241,223,2444,2259,1300,891,2247,2126
58.144695,8.035953,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,823,819,1338,1068,5995,2833,1514,1239,6227,1454,220,196,224,210,1332,1172,241,225,2444,2258,1300,893,2247,2126
58.010866,7.603002,2016,6,"Norway","HUMAN_OBSERVATION",57.95,7.65000000000001,7.32,793,790,1306,1095,5964,2828,1482,1211,6196,1441,244,227,239,223,1301,1140,256,244,2411,2281,1315,921,2216,2095
58.22833,6.50283,2016,6,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,798,797,1221,1085,5963,2896,1398,1155,6194,1497,330,280,325,300,1299,1114,343,319,2327,2254,1402,978,2214,2076
60.423669,4.914171,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1027,1016,939,897,6170,3143,1342,1195,6402,1754,611,389,606,503,1507,1256,623,496,2044,2022,1682,1018,2422,2228
60.241145,5.202548,2016,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1007,998,968,908,6151,3117,1353,1196,6383,1729,589,367,584,478,1488,1247,601,471,2074,2040,1660,1004,2403,2218
57.403088,-7.371784,2016,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-7.44999999999999,7.02,1226,965,1612,1566,5501,3448,519,490,5733,1958,1217,1100,1212,1116,959,817,1230,1144,2485,2467,2289,1786,1757,1696
61.085362,4.96686,2016,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1093,1090,872,831,6237,3201,1366,1241,6468,1821,677,422,673,553,1573,1321,690,539,1978,1948,1749,1012,2488,2293
61.045065,4.798235,2016,7,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1091,1084,872,840,6235,3202,1356,1231,6466,1820,679,427,674,556,1571,1313,691,543,1977,1954,1750,1021,2486,2284
50.59826,-1.948557,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,390,368,2263,2071,4867,2758,853,612,5099,1284,1325,1243,1273,1132,179,159,1300,1188,3365,3160,2350,1887,1119,1067
57.97953,-5.318115,2016,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1109,917,1500,1443,5581,3374,646,596,5813,1891,1100,962,1095,984,1013,851,1113,1011,2407,2384,2172,1646,1832,1769
59.9342,5.79232,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,984,970,1006,924,6130,3070,1377,1206,6361,1685,558,324,553,431,1466,1237,570,425,2112,2070,1629,975,2381,2207
59.78431,5.66194,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,961,952,1025,943,6108,3061,1360,1191,6339,1672,535,326,530,425,1444,1219,547,422,2130,2088,1606,984,2359,2189
59.852745,5.269221,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,963,956,1008,945,6108,3080,1339,1176,6340,1688,545,349,540,447,1444,1213,558,445,2113,2083,1617,1005,2360,2184
59.934159,5.45948,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,976,967,1000,932,6121,3081,1355,1190,6353,1692,556,341,551,445,1457,1226,569,440,2105,2072,1628,993,2373,2197
60.17075,5.72059,2016,8,"Norway","HUMAN_OBSERVATION",60.15,5.65000000000001,4.54,1003,992,983,906,6148,3094,1370,1212,6379,1710,581,340,576,453,1484,1252,593,445,2089,2047,1652,980,2399,2223
60.235735,5.598,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1010,1001,971,899,6155,3104,1369,1214,6387,1720,590,346,585,461,1491,1258,603,453,2076,2038,1662,982,2407,2230
60.161067,5.317126,2016,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,997,990,978,913,6141,3106,1354,1197,6373,1718,579,357,574,467,1478,1243,591,461,2084,2048,1650,998,2393,2214
50.16801,-5.032146,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,592,2440,2196,4710,2937,625,473,4941,1480,1561,1418,1510,1322,72,66,1536,1376,3344,3237,2586,2082,961,928
50.15288,-5.036663,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,593,2440,2198,4710,2936,625,474,4941,1480,1561,1420,1510,1324,72,67,1536,1378,3344,3239,2586,2083,961,927
56.43686,-6.166131,2016,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1286,833,1677,1613,5394,3323,476,423,5625,1831,1278,1063,1273,1057,826,689,1290,1091,2581,2562,2349,1758,1645,1591
58.968962,5.878673,2016,9,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,4.61,903,865,1119,1022,6050,2976,1358,1161,6281,1580,477,297,472,359,1386,1154,489,367,2224,2179,1548,985,2301,2122
59.05966,5.71851,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,887,874,1105,1016,6033,2994,1342,1154,6265,1596,461,310,456,377,1370,1155,473,384,2211,2168,1532,995,2285,2124
61.1207,6.34303,2016,9,"Norway","HUMAN_OBSERVATION",61.05,6.25000000000001,9.33,Inf,1097,Inf,801,Inf,3158,Inf,1295,Inf,1793,Inf,363,Inf,507,Inf,1354,Inf,487,Inf,1944,Inf,943,Inf,2325
61.141224,5.689676,2016,9,"Norway","HUMAN_OBSERVATION",61.15,5.75000000000001,3.38,Inf,1103,Inf,804,Inf,3182,Inf,1279,Inf,1813,Inf,391,Inf,532,Inf,1349,Inf,514,Inf,1936,Inf,970,Inf,2320
61.109189,5.286622,2016,9,"Norway","HUMAN_OBSERVATION",61.05,5.25000000000001,6.88,1098,1088,877,827,6242,3189,1392,1251,6474,1812,682,407,677,540,1579,1325,694,525,1982,1950,1753,997,2494,2297
61.023149,5.02891,2016,9,"Norway","HUMAN_OBSERVATION",61.05,4.95000000000001,5.2,1093,1086,872,835,6237,3198,1366,1238,6468,1818,677,420,673,551,1573,1317,690,538,1978,1952,1749,1013,2488,2289
60.998039,4.88605,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1081,1080,882,842,6225,3195,1356,1232,6456,1814,667,420,662,549,1561,1310,679,536,1988,1958,1738,1016,2476,2282
60.990909,4.721201,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1080,1078,883,847,6224,3200,1351,1224,6455,1816,668,427,663,555,1560,1305,680,543,1989,1960,1739,1025,2475,2277
59.0267,10.5268,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,980,974,1524,939,6163,2842,1700,1408,6394,1517,44,37,205,200,1499,1345,172,166,2629,2151,1275,727,2415,2297
60.227799,5.188791,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1006,997,962,909,6150,3116,1347,1195,6382,1728,588,367,583,478,1487,1245,601,471,2068,2042,1660,1004,2402,2217
60.29135,5.167004,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1006,1003,962,904,6150,3123,1347,1198,6382,1735,588,370,583,483,1487,1251,601,476,2068,2035,1660,1005,2402,2222
60.441139,4.920461,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1027,1018,939,895,6170,3144,1342,1196,6402,1756,611,390,606,504,1507,1258,623,497,2044,2020,1682,1017,2422,2229
60.351029,4.975831,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1016,1009,950,903,6159,3134,1339,1193,6391,1745,599,383,595,495,1496,1251,612,488,2056,2029,1671,1015,2411,2222
60.521469,4.910901,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1038,1027,928,887,6182,3152,1346,1201,6413,1764,622,394,617,511,1518,1265,634,502,2033,2011,1693,1017,2433,2237
60.610829,5.085551,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1050,1038,917,874,6193,3154,1355,1215,6425,1770,634,390,629,511,1530,1279,646,501,2023,2000,1705,1007,2445,2250
60.717329,4.883721,2016,9,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1059,1048,905,869,6203,3170,1348,1213,6434,1785,645,405,640,527,1539,1283,657,517,2010,1989,1716,1017,2454,2255
60.724749,5.39431,2016,9,"Norway","HUMAN_OBSERVATION",60.65,5.35000000000001,8.66,1052,1044,925,864,6196,3149,1373,1229,6428,1768,634,379,629,504,1533,1290,647,492,2030,1994,1706,992,2448,2262
57.51231,11.89615,2016,10,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,958,889,1572,1094,6145,2655,1748,1444,6377,1339,152,159,55,54,1482,1315,13,21,2678,2316,1090,707,2397,2240
57.48968,11.8949,2016,10,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,963,887,1577,1097,6149,2653,1753,1444,6381,1337,163,161,51,52,1486,1314,23,24,2682,2318,1080,708,2401,2238
57.49968,11.8879,2016,10,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,963,888,1577,1096,6149,2654,1753,1444,6381,1338,163,160,51,52,1486,1314,23,22,2682,2317,1080,708,2401,2238
