"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Crete_seaway","Crete_geodesic","Eilat_seaway","Eilat_geodesic","Getxo_seaway","Getxo_geodesic","GulfofPiran_seaway","GulfofPiran_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic"
50.370843,-4.131755,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.361856,-4.131352,2012,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.3987,-3.499808,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.461263,-3.529965,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.461263,-3.529965,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.3987,-3.499808,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
51.39631,0.562575,2012,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,14.32,5181,2642,20863,3734,1218,945,5413,1152,1012,933,518,365,5380,1162,5380,1162,553,454
50.15257,-5.046024,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2937,20392,4052,781,773,4941,1481,1510,1324,72,68,4909,1456,4909,1456,176,178
51.387027,0.981538,2012,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.95000000000001,7.34,5167,2631,20849,3722,1204,950,5399,1140,1003,924,504,379,5366,1151,5366,1151,539,465
50.79103,-1.029539,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4929,2711,20611,3814,965,842,5160,1231,1210,1072,253,226,5127,1225,5127,1225,309,313
50.800698,-1.114481,2012,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,6.17,4926,2716,20608,3820,962,836,5157,1237,1217,1081,251,217,5124,1230,5124,1230,306,304
53.63486,-10.19334,2012,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,5040,3412,20661,4512,1300,1260,5272,1928,1662,1402,731,551,5239,1926,5239,1926,782,699
50.461263,-3.529965,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.160442,-5.088535,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
51.65,3.75,2012,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5285,2487,20967,3565,1322,1054,5517,993,882,786,622,573,5484,1024,5484,1024,657,640
52.47141,1.753458,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2651,20936,3729,1291,1076,5486,1157,880,803,590,473,5453,1185,5453,1185,626,581
50.152203,-5.060002,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.3987,-3.499808,2012,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
54.05151,-6.190184,2012,8,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,5116,3193,20787,4281,1226,1214,5348,1701,1588,1144,558,433,5315,1712,5315,1712,631,613
54.70976,-5.809978,2012,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.84999999999999,7.13,5194,3205,20865,4288,1295,1275,5426,1712,1484,1097,626,490,5393,1729,5393,1729,699,673
50.20895,-5.026471,2012,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.15,-5.04999999999999,6.77,4710,2937,20392,4052,781,773,4941,1481,1510,1325,72,68,4909,1456,4909,1456,176,178
50.15351,-5.064051,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,774,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.15188,-5.061524,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.15351,-5.064051,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,774,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.370584,-4.145807,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2888,20441,4000,807,786,4991,1425,1453,1261,0,1,4958,1404,4958,1404,180,184
50.15152,-5.062272,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.15152,-5.062272,2012,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.15257,-5.046024,2012,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2937,20392,4052,781,773,4941,1481,1510,1324,72,68,4909,1456,4909,1456,176,178
50.362113,-4.117303,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2885,20441,3998,807,785,4991,1422,1453,1260,0,3,4958,1402,4958,1402,180,183
50.461263,-3.529965,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.160442,-5.088535,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.3987,-3.499808,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.370843,-4.131755,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.152203,-5.060002,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.361856,-4.131352,2011,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.160442,-5.088535,2011,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.461263,-3.529965,2011,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.3987,-3.499808,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.800698,-1.114481,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.14999999999999,6.17,4926,2716,20608,3820,962,836,5157,1237,1217,1081,251,217,5124,1230,5124,1230,306,304
50.855988,-1.312334,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2732,20604,3835,958,846,5153,1252,1235,1080,236,208,5120,1246,5120,1246,302,305
50.826661,-0.233669,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,8.61,4971,2661,20653,3762,1008,850,5203,1179,1153,1038,307,280,5170,1176,5170,1176,349,350
50.714129,-1.980118,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,4880,2755,20562,3861,917,818,5112,1279,1270,1123,190,167,5079,1269,5079,1269,262,264
50.605361,-2.446495,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.19,4848,2781,20530,3889,884,803,5079,1309,1302,1156,151,130,5046,1295,5046,1295,232,235
50.79103,-1.029539,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4929,2711,20611,3814,965,842,5160,1231,1210,1072,253,226,5127,1225,5127,1225,309,313
50.892426,-1.397107,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2739,20604,3842,958,849,5153,1259,1235,1081,236,204,5120,1253,5120,1253,302,304
50.806451,-0.092499,2011,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.04999999999999,6.96,4985,2649,20667,3750,1022,854,5217,1166,1139,1029,321,294,5184,1164,5184,1164,361,362
53.1856,-4.209228,2011,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,12.81,5104,3026,20783,4116,1200,1105,5336,1535,1658,1061,531,321,5303,1545,5303,1545,604,504
53.14308,-4.275418,2011,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.05,-4.34999999999999,11.5,5027,3033,20708,4125,1123,1084,5259,1543,1671,1090,455,299,5226,1550,5226,1550,527,483
50.361856,-4.131352,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.461263,-3.529965,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.370843,-4.131755,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.160442,-5.088535,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.3987,-3.499808,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.361856,-4.131352,2011,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.461263,-3.529965,2011,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
51.65,3.75,2010,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,5285,2487,20967,3565,1322,1054,5517,993,882,786,622,573,5484,1024,5484,1024,657,640
50.362113,-4.117303,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2885,20441,3998,807,785,4991,1422,1453,1260,0,3,4958,1402,4958,1402,180,183
50.152203,-5.060002,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.361856,-4.131352,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.152203,-5.060002,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.370843,-4.131755,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.3987,-3.499808,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.370584,-4.145807,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2888,20441,4000,807,786,4991,1425,1453,1261,0,1,4958,1404,4958,1404,180,184
50.461263,-3.529965,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.160442,-5.088535,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
53.31956,-4.642572,2010,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5053,3064,20732,4155,1150,1116,5285,1574,1633,1091,481,330,5252,1582,5252,1582,554,514
51.2307,3.22457,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,14.26,5233,2499,20915,3583,1269,1004,5464,1006,930,837,569,526,5431,1029,5431,1029,605,588
50.160442,-5.088535,2009,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.369482,-4.132397,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.361856,-4.131352,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.399068,-3.506152,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-3.44999999999999,6.76,4784,2842,20466,3953,823,780,5015,1376,1388,1227,67,50,4982,1357,4982,1357,184,185
50.459942,-3.527809,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.62,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.365014,-4.130791,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,786,4991,1423,1453,1260,0,2,4958,1403,4958,1403,180,184
50.370843,-4.131755,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.3987,-3.499808,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.461263,-3.529965,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
50.152633,-5.060729,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.160442,-5.088535,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.152203,-5.060002,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.163716,-5.083844,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1325,72,70,4909,1459,4909,1459,176,180
50.461263,-3.529965,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,5.8,4794,2846,20476,3957,833,791,5026,1380,1384,1219,78,51,4993,1362,4993,1362,195,196
51.711093,-5.040361,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.83,4862,3005,20544,4110,957,937,5094,1528,1726,1217,288,156,5061,1519,5061,1519,361,335
50.152203,-5.060002,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2938,20392,4053,781,773,4941,1482,1510,1325,72,69,4909,1457,4909,1457,176,178
50.370843,-4.131755,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2887,20441,3999,807,786,4991,1424,1453,1260,0,2,4958,1403,4958,1403,180,184
50.3987,-3.499808,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4784,2847,20466,3958,823,786,5015,1381,1388,1225,67,47,4982,1363,4982,1363,184,190
50.615523,-3.421884,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4816,2852,20498,3962,855,810,5048,1383,1391,1205,100,59,5015,1367,5015,1367,217,215
50.361856,-4.131352,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2886,20441,3999,807,785,4991,1423,1453,1261,0,2,4958,1403,4958,1403,180,183
50.160442,-5.088535,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4710,2940,20392,4055,781,775,4941,1484,1510,1326,72,70,4909,1459,4909,1459,176,180
50.830738,-0.235645,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,9.04,4971,2661,20653,3762,1008,850,5203,1179,1153,1038,307,280,5170,1176,5170,1176,349,350
51.40606,0.536267,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,15.62,5181,2642,20863,3734,1218,945,5413,1152,1012,933,518,365,5380,1162,5380,1162,553,454
50.852836,-1.31167,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2732,20604,3835,958,845,5153,1252,1235,1080,236,208,5120,1246,5120,1246,302,305
50.826661,-0.233669,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.24999999999999,8.61,4971,2661,20653,3762,1008,850,5203,1179,1153,1038,307,280,5170,1176,5170,1176,349,350
50.791707,-1.114651,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4926,2716,20608,3820,962,841,5157,1237,1217,1076,251,220,5124,1231,5124,1231,306,309
50.855988,-1.312334,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4921,2732,20604,3835,958,846,5153,1252,1235,1080,236,208,5120,1246,5120,1246,302,305
50.711882,-1.98366,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.68,4880,2755,20562,3861,917,818,5112,1279,1270,1123,190,167,5079,1269,5079,1269,262,264
50.79103,-1.029539,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4929,2711,20611,3814,965,842,5160,1231,1210,1072,253,226,5127,1225,5127,1225,309,313
50.792948,0.329094,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5013,2628,20695,3728,1050,867,5245,1144,1103,1008,350,321,5212,1144,5212,1144,386,386
53.320453,-4.643051,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5053,3064,20732,4155,1150,1116,5285,1574,1633,1091,481,330,5252,1583,5252,1583,554,514
51.403892,0.532553,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,15.94,5181,2642,20863,3734,1218,945,5413,1152,1012,933,518,365,5380,1162,5380,1162,553,454
50.791284,-1.118206,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4926,2717,20608,3820,962,841,5157,1237,1217,1076,251,220,5124,1231,5124,1231,306,309
50.605361,-2.446495,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.19,4848,2781,20530,3889,884,803,5079,1309,1302,1156,151,130,5046,1295,5046,1295,232,235
50.806451,-0.092499,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.04999999999999,6.96,4985,2649,20667,3750,1022,854,5217,1166,1139,1029,321,294,5184,1164,5184,1164,361,362
50.714129,-1.980118,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,4880,2755,20562,3861,917,818,5112,1279,1270,1123,190,167,5079,1269,5079,1269,262,264
50.606662,-2.035983,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.04999999999999,6.38,4862,2762,20544,3869,899,805,5094,1289,1281,1141,172,151,5061,1276,5061,1276,244,246
50.749141,-1.526519,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.39,4908,2735,20590,3839,945,832,5140,1257,1248,1095,222,196,5107,1249,5107,1249,289,290
50.251122,-3.761687,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-3.84999999999999,6.29,4760,2863,20442,3976,800,771,4992,1401,1428,1255,25,25,4959,1379,4959,1379,168,171
50.808779,-0.097372,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-0.04999999999999,7.34,4985,2649,20667,3750,1022,854,5217,1166,1139,1029,321,294,5184,1164,5184,1164,361,362
50.791521,-1.034494,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4929,2711,20611,3814,965,842,5160,1231,1210,1072,253,226,5127,1226,5127,1226,309,313
50.750499,-1.528632,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.75,-1.44999999999999,5.54,4908,2735,20590,3839,945,832,5140,1257,1248,1095,222,196,5107,1249,5107,1249,289,290
50.789732,0.332481,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5013,2628,20695,3727,1050,866,5245,1143,1103,1008,350,321,5212,1143,5212,1143,386,386
50.362113,-4.117303,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4759,2885,20441,3998,807,785,4991,1422,1453,1260,0,3,4958,1402,4958,1402,180,183
51.758702,0.845828,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,7.24,5185,2649,20867,3738,1221,981,5416,1157,982,899,521,389,5383,1172,5383,1172,557,486
51.628857,0.803731,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,0.85000000000001,9.34,5178,2643,20860,3733,1215,958,5410,1151,999,920,514,375,5377,1164,5377,1164,550,467
51.999526,1.269072,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5197,2647,20879,3732,1234,1015,5429,1154,964,864,534,420,5396,1173,5396,1173,569,521
52.471053,1.745782,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2651,20936,3729,1291,1075,5486,1158,880,804,590,472,5453,1185,5453,1185,626,581
52.4742,1.717326,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2653,20936,3731,1291,1075,5486,1159,880,805,590,471,5453,1187,5453,1187,626,580
51.624695,0.808531,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,0.85000000000001,8.8,5178,2643,20860,3733,1215,958,5410,1151,999,920,514,375,5377,1164,5377,1164,550,467
52.47198,1.716402,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2653,20936,3731,1291,1075,5486,1159,880,805,590,471,5453,1187,5453,1187,626,580
51.864883,1.259293,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.25000000000001,9.5,5197,2645,20879,3730,1234,1009,5429,1152,964,869,534,417,5396,1171,5396,1171,569,517
51.995427,1.270959,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5197,2647,20879,3731,1234,1014,5429,1153,964,864,534,420,5396,1173,5396,1173,569,521
51.758166,0.849417,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,6.99,5185,2649,20867,3738,1221,981,5416,1157,982,899,521,389,5383,1172,5383,1172,557,486
51.862659,1.258406,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.25000000000001,9.74,5197,2645,20879,3730,1234,1009,5429,1152,964,869,534,417,5396,1171,5396,1171,569,517
52.472235,1.751038,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5254,2651,20936,3729,1291,1076,5486,1157,880,803,590,473,5453,1185,5453,1185,626,581
