"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Galway_seaway","Galway_geodesic","Koster_seaway","Koster_geodesic","Limfjord_seaway","Limfjord_geodesic","Plymouth_seaway","Plymouth_geodesic","RavennaM_seaway","RavennaM_geodesic","SWC_seaway","SWC_geodesic","Toralla_seaway","Toralla_geodesic"
51.6,4.05,2018,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,955,943,925,720,674,646,592,5509,1006,916,838,1562,1424
52.2,4.4,2018,2,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,6.53,1360,957,858,851,635,600,686,629,5548,1049,832,766,1601,1489
52.455,4.556,2018,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,824,610,574,707,649,5569,1059,807,740,1622,1514
52.15,4.35,2018,3,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,6.83,1349,953,871,864,647,613,675,619,5537,1045,844,779,1590,1476
50.12019,-5.529839,2018,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.54999999999999,7.95,570,459,1609,1453,1389,1229,119,106,4882,1486,1583,1412,935,904
54.66809,-5.682584,2018,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.36,501,316,1472,1118,1364,950,637,498,5403,1724,1484,1123,1455,1411
57.35803,-5.557156,2018,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.26,564,516,1192,1003,1084,891,921,772,5687,1895,1204,1041,1739,1685
57.34515,-5.62772,2018,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,7.36,574,522,1180,1005,1072,896,933,784,5700,1906,1192,1045,1752,1696
57.27448,-5.618917,2018,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,564,519,1192,1000,1084,889,921,775,5687,1895,1204,1039,1739,1688
51.633,3.691,2018,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
51.633,3.691,2018,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
51.633,3.691,2018,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
53.35,5.2,2018,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1477,995,720,716,497,465,803,724,5665,1119,694,634,1718,1615
51.60809,-4.996191,2018,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,5.97,555,366,1778,1299,1558,1086,288,156,5061,1519,1752,1269,1112,1085
55.23834,-6.517226,2018,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,410,306,1413,1139,1306,985,725,565,5492,1801,1426,1153,1544,1456
50.56237,-2.420866,2018,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,5.2,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
51.633,3.691,2018,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
58.87557,11.10612,2018,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1726,1434,0,0,248,251,1505,1361,6367,1607,140,138,2420,2308
49.41807,-2.539855,2018,6,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,7.41,816,661,1405,1367,1185,1128,159,159,4963,1253,1379,1307,1016,940
49.41732,-2.540068,2018,6,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,7.47,816,661,1405,1367,1185,1128,159,159,4963,1253,1379,1307,1016,940
49.42015,-2.555074,2018,6,"Guernsey","HUMAN_OBSERVATION",49.35,-2.54999999999999,7.82,812,663,1416,1381,1196,1141,162,162,4952,1256,1391,1320,1005,927
49.41841,-2.539859,2018,6,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,7.39,816,661,1405,1367,1185,1128,159,159,4963,1253,1379,1307,1016,940
49.42015,-2.555074,2018,6,"Guernsey","HUMAN_OBSERVATION",49.35,-2.54999999999999,7.82,812,663,1416,1381,1196,1141,162,162,4952,1256,1391,1320,1005,927
49.41841,-2.539859,2018,6,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,7.39,816,661,1405,1367,1185,1128,159,159,4963,1253,1379,1307,1016,940
49.41841,-2.539859,2018,6,"Guernsey","HUMAN_OBSERVATION",49.45,-2.44999999999999,7.39,816,661,1405,1367,1185,1128,159,159,4963,1253,1379,1307,1016,940
58.273133,8.537156,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1272,178,164,149,156,1356,1203,6218,1560,215,200,2271,2156
58.5132,8.944219,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1587,1303,141,132,179,180,1397,1239,6260,1582,204,189,2313,2192
58.25454,8.522821,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1548,1270,178,165,149,154,1356,1201,6218,1558,215,200,2271,2154
62.497472,6.049246,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1482,1385,863,489,755,646,1756,1486,6618,2049,875,622,2671,2457
62.251369,5.897952,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1472,1362,852,472,745,622,1745,1458,6608,2025,865,604,2661,2430
62.436937,6.339366,2018,6,"Norway","HUMAN_OBSERVATION",62.45,6.25000000000001,4.83,1492,1390,873,478,765,638,1766,1487,6628,2042,885,612,2681,2458
62.341129,5.640198,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1457,1358,837,488,730,636,1730,1461,6592,2038,850,620,2645,2432
62.445179,6.186419,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1487,1387,868,480,760,638,1761,1484,6623,2042,880,614,2676,2456
62.445013,6.236482,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1492,1389,873,478,765,638,1766,1486,6628,2041,885,612,2681,2457
62.340875,5.607311,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1457,1357,837,489,730,636,1730,1460,6592,2038,850,621,2645,2431
62.4632,6.164302,2018,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1487,1387,868,482,760,640,1761,1486,6623,2044,880,616,2676,2457
58.40625,-5.104433,2018,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,686,643,1040,940,932,860,1065,897,5831,1959,1052,995,1883,1818
50.58043,-2.413865,2018,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,5.65,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.67208,-1.077377,2018,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,921,661,1258,1200,1038,961,247,221,5119,1222,1232,1140,1172,1108
51.633,3.691,2018,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
50.55836,-2.419107,2018,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,4.98,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
59.04749,10.87016,2018,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1717,1427,29,23,258,262,1510,1362,6373,1627,166,160,2426,2312
59.02325,9.753881,2018,8,"Norway","HUMAN_OBSERVATION",58.95,9.75000000000001,8.16,1651,1362,85,78,228,232,1462,1306,6324,1623,188,183,2377,2260
59.038457,11.115303,2018,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1734,1440,25,18,266,267,1522,1373,6384,1625,163,155,2437,2321
58.99358,9.808552,2018,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1655,1367,79,76,229,237,1465,1311,6327,1627,185,184,2380,2265
59.254302,10.703994,2018,8,"Norway","HUMAN_OBSERVATION",59.25,10.65,3.11,1714,1422,54,49,274,278,1520,1367,6383,1651,191,186,2436,2319
59.0267,10.5268,2018,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1700,1408,44,37,251,252,1499,1345,6362,1627,172,166,2415,2297
59.43692,10.58157,2018,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1728,1425,77,69,293,296,1536,1377,6399,1672,214,207,2452,2332
51.52,4.004,2018,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1320,954,943,934,720,683,646,587,5509,1002,916,847,1562,1416
53.1,4.85,2018,9,"Netherlands","HUMAN_OBSERVATION",53.15,4.75000000000001,8.69,1437,967,754,750,531,500,763,688,5625,1116,727,670,1678,1578
54.265362,-9.927228,2018,9,"Ireland","HUMAN_OBSERVATION",54.35,-9.94999999999999,9.54,139,123,1587,1380,1479,1226,810,593,5319,1944,1599,1395,1376,1351
54.09979,-10.05819,2018,9,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,104,97,1621,1400,1514,1243,776,579,5285,1939,1634,1413,1342,1323
52.455,4.556,2018,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,824,610,574,707,649,5569,1059,807,740,1622,1514
56.66018,-5.871887,2018,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,13.17,493,441,1268,1046,1160,918,843,698,5609,1859,1280,1075,1661,1606
51.78,3.862,2018,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1306,937,923,913,699,662,632,583,5495,1030,896,829,1548,1428
51.539,3.93,2018,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,949,941,935,718,684,640,583,5502,1007,914,848,1555,1414
52.684,4.632,2018,10,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.71,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
51.679,3.839,2018,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1303,938,933,923,709,673,629,579,5491,1023,906,839,1544,1420
52.684,4.632,2018,11,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,6.71,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
50.57014,-2.441667,2018,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.86,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.57014,-2.441667,2018,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,6.86,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.6026,-2.447355,2017,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.04,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
51.696,3.803,2017,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1303,936,933,923,709,672,629,577,5491,1026,906,839,1544,1419
51.633,3.691,2017,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,682,615,568,5477,1026,911,849,1530,1409
51.597,3.692,2017,3,"Netherlands","HUMAN_OBSERVATION",51.65,3.65000000000001,6.58,1289,927,938,932,715,682,615,566,5477,1029,911,849,1530,1408
56.52967,-5.588737,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,518,452,1352,1026,1244,896,836,692,5602,1840,1364,1054,1654,1607
56.51662,-5.728707,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.64999999999999,8.85,506,443,1340,1033,1232,901,824,684,5590,1837,1352,1060,1642,1597
56.63245,-5.333242,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,533,471,1367,1007,1259,879,848,702,5615,1835,1379,1036,1667,1621
56.51662,-5.728707,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.64999999999999,8.85,506,443,1340,1033,1232,901,824,684,5590,1837,1352,1060,1642,1597
56.50222,-5.588742,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,518,450,1352,1027,1244,896,836,689,5602,1838,1364,1055,1654,1604
56.38083,-5.53666,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,501,441,1335,1029,1227,895,813,676,5580,1827,1347,1055,1632,1591
56.6771,-5.930167,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,7.93,499,446,1255,1047,1147,922,849,710,5616,1870,1267,1079,1668,1616
56.52967,-5.588737,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,518,452,1352,1026,1244,896,836,692,5602,1840,1364,1054,1654,1607
56.49601,-5.714342,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.64999999999999,6.47,506,443,1340,1033,1232,901,824,684,5590,1837,1352,1060,1642,1597
56.49601,-5.714342,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.64999999999999,6.47,506,443,1340,1033,1232,901,824,684,5590,1837,1352,1060,1642,1597
56.63245,-5.333242,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,533,471,1367,1007,1259,879,848,702,5615,1835,1379,1036,1667,1621
56.64978,-5.989145,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,3.72,499,446,1255,1047,1147,922,849,710,5616,1870,1267,1079,1668,1616
56.63245,-5.333242,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,533,471,1367,1007,1259,879,848,702,5615,1835,1379,1036,1667,1621
56.49601,-5.714342,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.64999999999999,6.47,506,443,1340,1033,1232,901,824,684,5590,1837,1352,1060,1642,1597
56.38083,-5.53666,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,501,441,1335,1029,1227,895,813,676,5580,1827,1347,1055,1632,1591
56.64978,-5.989145,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,3.72,499,446,1255,1047,1147,922,849,710,5616,1870,1267,1079,1668,1616
56.50222,-5.588742,2017,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,518,450,1352,1027,1244,896,836,689,5602,1838,1364,1055,1654,1604
51.52,3.95,2017,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1314,951,941,936,718,685,640,584,5502,1004,914,849,1555,1413
52.2,4.38,2017,4,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,5.93,1360,957,858,851,635,600,686,629,5548,1049,832,766,1601,1489
54.48893,-5.54562,2017,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,540,309,1508,1127,1400,955,596,468,5363,1703,1520,1129,1415,1384
50.6831,-1.896121,2017,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,864,610,1322,1233,1102,998,190,164,5079,1273,1297,1178,1132,1077
50.56726,-2.424694,2017,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,5.62,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
50.58599,-2.086868,2017,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,846,604,1332,1250,1113,1015,172,149,5061,1280,1307,1196,1114,1061
54.45306,-5.632795,2017,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,5.37,540,307,1508,1130,1400,956,596,464,5363,1701,1520,1131,1415,1380
54.09482,-4.77889,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,598,342,1563,1110,1455,926,558,417,5327,1637,1575,1104,1379,1352
54.11627,-4.74774,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,589,344,1552,1107,1445,924,569,419,5338,1636,1565,1101,1390,1355
54.12236,-4.744424,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,589,345,1552,1106,1445,923,569,420,5338,1637,1565,1100,1390,1356
54.11531,-4.749146,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,589,344,1552,1107,1445,924,569,419,5338,1636,1565,1101,1390,1355
56.52265,-5.332711,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,9.55,537,459,1371,1010,1263,877,853,681,5619,1818,1383,1036,1672,1602
54.07825,-4.776803,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,598,341,1563,1111,1455,927,558,415,5327,1636,1575,1105,1379,1350
56.52265,-5.332711,2017,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,9.55,537,459,1371,1010,1263,877,853,681,5619,1818,1383,1036,1672,1602
55.14734,-7.159799,2017,6,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,397,270,1431,1180,1324,1027,768,569,5534,1830,1443,1195,1586,1441
54.12416,-4.743181,2017,6,"Isle of Man","HUMAN_OBSERVATION",NA,NA,NA,589,345,1552,1106,1445,923,569,420,5338,1637,1565,1100,1390,1356
59.043072,10.296316,2017,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1683,1396,61,50,245,250,1488,1336,6351,1630,180,173,2404,2289
60.423669,4.914171,2017,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1342,1195,611,389,503,460,1507,1256,6369,1845,623,496,2422,2228
58.22833,6.50283,2017,6,"Norway","HUMAN_OBSERVATION",58.25,6.45000000000001,3.92,1398,1155,330,280,223,216,1299,1114,6161,1588,343,319,2214,2076
52.455,4.556,2017,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1381,966,834,824,610,574,707,649,5569,1059,807,740,1622,1514
57.24968,12.09097,2017,6,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,1774,1451,188,190,239,188,1507,1311,6369,1424,48,53,2422,2230
59.333611,5.289451,2017,6,"Norway","HUMAN_OBSERVATION",59.35,5.35000000000001,3.89,1330,1151,485,334,377,349,1390,1169,6252,1724,497,415,2305,2139
59.343144,5.288822,2017,6,"Norway","HUMAN_OBSERVATION",59.35,5.35000000000001,3.56,1330,1151,485,334,377,349,1390,1169,6252,1724,497,415,2305,2139
59.339443,5.298129,2017,6,"Norway","HUMAN_OBSERVATION",59.35,5.35000000000001,3.17,1330,1151,485,334,377,349,1390,1169,6252,1724,497,415,2305,2139
59.33285,5.360328,2017,6,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1330,1151,485,333,377,347,1390,1168,6252,1722,497,414,2305,2138
50.69038,-1.864545,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,864,612,1322,1231,1102,996,190,166,5079,1272,1297,1176,1132,1079
57.32998,-5.697959,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,3.84,574,522,1180,1005,1072,896,933,784,5700,1906,1192,1045,1752,1696
50.69038,-1.864545,2017,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,864,612,1322,1231,1102,996,190,166,5079,1272,1297,1176,1132,1079
54.04034,-6.107012,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,626,256,1593,1185,1485,1008,558,430,5315,1707,1605,1184,1367,1328
57.05292,-6.475237,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,515,472,1226,1057,1119,943,895,760,5662,1919,1239,1094,1714,1657
57.36253,-5.649322,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,6.2,574,522,1180,1005,1072,896,933,784,5700,1906,1192,1045,1752,1696
57.06038,-5.889217,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,539,490,1211,1023,1104,907,895,754,5662,1892,1223,1059,1714,1662
57.35516,-5.555688,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.01,564,516,1192,1003,1084,891,921,772,5687,1895,1204,1041,1739,1685
57.06038,-5.889217,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,539,490,1211,1023,1104,907,895,754,5662,1892,1223,1059,1714,1662
56.87908,-6.116257,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,510,466,1232,1042,1124,923,872,736,5639,1890,1244,1077,1691,1640
57.06038,-5.889217,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,539,490,1211,1023,1104,907,895,754,5662,1892,1223,1059,1714,1662
57.02104,-5.742637,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.05,-5.84999999999999,7.26,539,491,1211,1021,1104,905,895,752,5662,1889,1223,1057,1714,1662
56.99368,-5.529187,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.74999999999999,20.88,532,475,1234,1023,1127,901,885,729,5651,1870,1247,1056,1703,1641
57.35804,-5.551766,2017,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.4,564,516,1192,1003,1084,891,921,772,5687,1895,1204,1041,1739,1685
60.389057,4.969982,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1339,1195,599,385,492,455,1496,1254,6358,1841,612,491,2411,2226
59.072623,10.393607,2017,8,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1688,1402,55,46,247,254,1492,1343,6354,1632,176,174,2407,2295
50.60909,-2.443798,2017,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.34,825,591,1354,1265,1134,1030,151,130,5046,1295,1328,1211,1099,1048
53.34742,-9.636728,2017,10,"Ireland","HUMAN_OBSERVATION",53.25,-9.74999999999999,13.21,0,0,1726,1434,1618,1263,689,502,5198,1883,1738,1438,1255,1228
53.62617,-9.858418,2017,10,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,6.6,65,46,1667,1421,1559,1256,737,540,5246,1912,1679,1429,1303,1273
53.62617,-9.858418,2017,10,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,6.6,65,46,1667,1421,1559,1256,737,540,5246,1912,1679,1429,1303,1273
53.6227,-9.837784,2017,10,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,8.01,65,46,1667,1421,1559,1256,737,540,5246,1912,1679,1429,1303,1273
53.4741,-10.01673,2017,10,"Ireland","HUMAN_OBSERVATION",53.45,-10.15,9.23,35,35,1691,1444,1583,1278,707,536,5216,1916,1703,1451,1273,1252
53.62729,-9.871396,2017,10,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,5.77,65,46,1667,1421,1559,1256,737,540,5246,1912,1679,1429,1303,1273
53.62479,-9.855066,2017,10,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,6.87,65,46,1667,1421,1559,1256,737,540,5246,1912,1679,1429,1303,1273
56.19108,-4.775605,2017,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-4.94999999999999,12.63,Inf,455,Inf,1001,Inf,862,Inf,657,Inf,1790,Inf,1024,Inf,1583
57.3579,-5.565978,2017,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.03,564,516,1192,1003,1084,891,921,772,5687,1895,1204,1041,1739,1685
57.3579,-5.565978,2017,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-5.64999999999999,13.03,564,516,1192,1003,1084,891,921,772,5687,1895,1204,1041,1739,1685
56.19418,-4.769267,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-4.94999999999999,12.8,Inf,455,Inf,1001,Inf,862,Inf,657,Inf,1790,Inf,1024,Inf,1583
53.35,5.3,2017,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1482,1002,718,713,494,462,808,730,5670,1115,691,630,1723,1619
51.75,3.9,2017,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1313,940,920,914,696,664,639,585,5502,1026,893,830,1555,1428
51.6,3.85,2017,12,"Netherlands","HUMAN_OBSERVATION",51.65,3.85000000000001,5.57,1303,940,933,926,709,675,629,579,5491,1020,906,841,1544,1418
51.75,3.9,2017,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1313,940,920,914,696,664,639,585,5502,1026,893,830,1555,1428
50.60806,-1.949373,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-1.94999999999999,6.46,853,615,1325,1247,1105,1011,179,158,5066,1270,1300,1192,1119,1063
56.19418,-4.769267,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-4.94999999999999,12.8,Inf,455,Inf,1001,Inf,862,Inf,657,Inf,1790,Inf,1024,Inf,1583
50.60806,-1.949373,2017,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-1.94999999999999,6.46,853,615,1325,1247,1105,1011,179,158,5066,1270,1300,1192,1119,1063
51.63,3.69,2017,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
51.67,3.739,2016,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1296,932,936,927,712,677,622,572,5484,1026,909,843,1537,1414
52.64,4.62,2016,2,"Netherlands","HUMAN_OBSERVATION",52.65,4.55000000000001,4.86,1389,962,812,805,588,555,715,655,5577,1077,785,722,1630,1529
62.573687,6.097405,2016,3,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1486,1393,868,494,760,653,1761,1495,6623,2057,880,628,2676,2466
54.55557,-5.622785,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,527,308,1496,1127,1388,956,609,477,5376,1711,1508,1130,1428,1390
54.55474,-5.617961,2016,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,527,308,1496,1127,1388,956,609,476,5376,1711,1508,1130,1428,1390
51.63,3.69,2016,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
54.49573,-5.638792,2016,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.08,527,306,1496,1129,1388,958,609,476,5376,1712,1508,1132,1428,1389
59.043072,10.296316,2016,5,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1683,1396,61,50,245,250,1488,1336,6351,1630,180,173,2404,2289
51.63,3.69,2016,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1289,930,938,933,715,683,615,568,5477,1025,911,849,1530,1408
