"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
41.68,2.93,1980,7,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,1979,4,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
40.94,0.92,1976,3,"Spain","OCCURRENCE",NA,NA,NA,2815,1119,2453,1013,2453,1013,2685,946,1830,821
48.72872,-3.95894,NA,NA,"France","OCCURRENCE",NA,NA,NA,180,183,4828,1334,4828,1334,0,1,881,814
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.04,3.18,NA,NA,"Spain","OCCURRENCE",42.05,3.25000000000001,5.89,3012,1086,2274,785,2274,785,2881,931,2026,994
41.77,3.06,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2972,1106,2282,812,2282,812,2842,948,1987,981
41.68,2.93,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.5,2.34,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2914,1106,2333,879,2333,879,2783,942,1928,926
41.23,1.86,NA,NA,"Spain","OCCURRENCE",41.25,1.95000000000001,7.86,2877,1118,2361,921,2361,921,2747,951,1892,898
41.03,1.03,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2828,1113,2444,1001,2444,1001,2698,941,1842,828
40.85,0.8,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2803,1126,2458,1027,2458,1027,2673,952,1817,813
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
42.04,3.18,NA,NA,"Spain","OCCURRENCE",42.05,3.25000000000001,5.89,3012,1086,2274,785,2274,785,2881,931,2026,994
41.95,3.18,NA,NA,"Spain","OCCURRENCE",41.95,3.25000000000001,5.8,3000,1095,2271,789,2271,789,2870,940,2015,995
41.77,3.06,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2972,1106,2282,812,2282,812,2842,948,1987,981
41.68,2.93,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
40.85,0.8,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2803,1126,2458,1027,2458,1027,2673,952,1817,813
41.68,2.93,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.86,3.18,NA,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,NA,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.18,NA,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.68,2.93,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
41.68,2.93,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2959,1109,2288,826,2288,826,2828,951,1973,972
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.23,1.86,NA,NA,"Spain","OCCURRENCE",41.25,1.95000000000001,7.86,2877,1118,2361,921,2361,921,2747,951,1892,898
42.04,3.18,NA,NA,"Spain","OCCURRENCE",42.05,3.25000000000001,5.89,3012,1086,2274,785,2274,785,2881,931,2026,994
42.04,3.18,NA,NA,"Spain","OCCURRENCE",42.05,3.25000000000001,5.89,3012,1086,2274,785,2274,785,2881,931,2026,994
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.77,3.06,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2972,1106,2282,812,2282,812,2842,948,1987,981
41.5,2.34,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2914,1106,2333,879,2333,879,2783,942,1928,926
41.23,1.86,NA,NA,"Spain","OCCURRENCE",41.25,1.95000000000001,7.86,2877,1118,2361,921,2361,921,2747,951,1892,898
42.31,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3046,1063,2274,770,2274,770,2916,910,2061,996
41.23,1.86,NA,NA,"Spain","OCCURRENCE",41.25,1.95000000000001,7.86,2877,1118,2361,921,2361,921,2747,951,1892,898
41.77,3.06,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2972,1106,2282,812,2282,812,2842,948,1987,981
40.85,0.8,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2803,1126,2458,1027,2458,1027,2673,952,1817,813
41.95,3.18,NA,NA,"Spain","OCCURRENCE",41.95,3.25000000000001,5.8,3000,1095,2271,789,2271,789,2870,940,2015,995
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
41.95,3.18,NA,NA,"Spain","OCCURRENCE",41.95,3.25000000000001,5.8,3000,1095,2271,789,2271,789,2870,940,2015,995
41.86,3.18,NA,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.95,3.18,NA,NA,"Spain","OCCURRENCE",41.95,3.25000000000001,5.8,3000,1095,2271,789,2271,789,2870,940,2015,995
41.86,3.18,NA,NA,"Spain","OCCURRENCE",41.85,3.25000000000001,5.91,2991,1105,2268,794,2268,794,2860,949,2005,996
41.86,3.06,NA,NA,"Spain","OCCURRENCE",41.75,3.05000000000001,12.27,2972,1107,2282,814,2282,814,2842,949,1987,981
41.77,3.06,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,2972,1106,2282,812,2282,812,2842,948,1987,981
41.86,3.06,NA,NA,"Spain","OCCURRENCE",41.75,3.05000000000001,12.27,2972,1107,2282,814,2282,814,2842,949,1987,981
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
42.22,3.3,NA,NA,"Spain","OCCURRENCE",NA,NA,NA,3035,1071,2271,774,2271,774,2905,918,2050,996
38.47748,-8.973206,NA,NA,"Portugal","OCCURRENCE",NA,NA,NA,1464,1375,3527,1894,3527,1894,1333,1207,478,417
