"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic","RavennaH_seaway","RavennaH_geodesic","RavennaM_seaway","RavennaM_geodesic","Roscoff_seaway","Roscoff_geodesic","Toralla_seaway","Toralla_geodesic"
56.677628,-5.802863,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,16.83,843,698,5609,1859,5609,1859,915,882,1661,1606
56.561669,-5.431353,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,695,5603,1835,5603,1835,909,878,1655,1612
56.658203,-5.96417,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,5.33,849,710,5616,1870,5616,1870,922,894,1668,1616
56.674576,-5.929957,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,7.84,849,710,5616,1870,5616,1870,922,894,1668,1616
56.34865,-5.525517,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,813,672,5580,1824,5580,1824,886,856,1632,1588
56.67726,-5.873064,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,14.93,843,698,5609,1859,5609,1859,915,882,1661,1606
56.661038,-5.845274,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,13.93,843,698,5609,1859,5609,1859,915,882,1661,1606
56.641409,-5.342335,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,703,5615,1836,5615,1836,921,887,1667,1622
56.591215,-5.403074,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,698,5603,1836,5603,1836,909,882,1655,1616
56.673042,-5.835066,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,15.4,843,698,5609,1859,5609,1859,915,882,1661,1606
56.658203,-5.96417,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-6.04999999999999,5.33,849,710,5616,1870,5616,1870,922,894,1668,1616
56.664324,-5.292125,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.65,-5.34999999999999,3.88,848,704,5615,1837,5615,1837,921,888,1667,1623
56.575973,-5.434279,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,696,5603,1836,5603,1836,909,880,1655,1614
56.556419,-5.458553,1989,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,836,694,5603,1836,5603,1836,909,878,1655,1611
56.340322,-5.864714,1989,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-5.84999999999999,10.1,801,664,5568,1833,5568,1833,874,848,1620,1574
56.350383,-5.859255,1989,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-5.84999999999999,11.19,801,664,5568,1833,5568,1833,874,848,1620,1574
38.76,0.23,1989,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,2561,1335,2458,1190,2458,1190,2431,1156,1576,855
55.907722,-5.631021,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.95,-5.74999999999999,8.79,767,630,5534,1808,5534,1808,840,814,1586,1542
55.879867,-5.690802,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.85,-5.74999999999999,4.97,756,619,5522,1801,5522,1801,829,803,1574,1531
55.895877,-5.636314,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.85,-5.74999999999999,8.75,756,619,5522,1801,5522,1801,829,803,1574,1531
55.927351,-5.605633,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-5.64999999999999,13.93,779,640,5546,1810,5546,1810,852,824,1598,1554
55.755892,-5.596156,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.75,-5.64999999999999,3.44,746,607,5512,1789,5512,1789,818,791,1564,1521
56.364485,-6.064816,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.35,-6.14999999999999,5.5,815,679,5582,1855,5582,1855,888,862,1634,1582
56.609091,-6.226451,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,849,708,5616,1876,5616,1876,922,891,1668,1610
56.63484,-6.209751,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,849,711,5616,1877,5616,1877,922,894,1668,1613
55.863879,-5.654107,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.85,-5.74999999999999,6.19,756,619,5522,1801,5522,1801,829,803,1574,1531
56.206387,-5.686657,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,801,658,5568,1822,5568,1822,874,841,1620,1570
55.756975,-5.589877,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.75,-5.64999999999999,3.85,746,607,5512,1789,5512,1789,818,791,1564,1521
55.895877,-5.636314,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.85,-5.74999999999999,8.75,756,619,5522,1801,5522,1801,829,803,1574,1531
56.128724,-5.606767,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,790,648,5557,1813,5557,1813,863,832,1609,1563
56.364485,-6.064816,1989,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.35,-6.14999999999999,5.5,815,679,5582,1855,5582,1855,888,862,1634,1582
56.181753,-4.771962,1989,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.25,-4.94999999999999,13.39,Inf,657,Inf,1790,Inf,1790,Inf,841,Inf,1583
55.015365,-5.96612,1988,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,674,531,5441,1758,5441,1758,747,714,1493,1437
54.690923,-5.526367,1988,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-5.44999999999999,6.7,620,485,5386,1708,5386,1708,692,668,1438,1403
54.365072,-5.542925,1988,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,9.47,596,464,5363,1701,5363,1701,669,647,1415,1380
51.50251,-9.304047,1988,1,"Ireland","HUMAN_OBSERVATION",51.45,-9.34999999999999,6.66,440,385,4984,1789,4984,1789,489,491,1036,1026
51.503914,-9.299047,1988,1,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.9,433,378,4985,1782,4985,1782,484,485,1038,1026
51.50125,-9.296091,1988,1,"Ireland","HUMAN_OBSERVATION",51.45,-9.24999999999999,6.54,433,378,4985,1782,4985,1782,484,485,1038,1026
52.175372,-6.590116,1988,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,354,263,5095,1639,5095,1639,427,427,1147,1118
56.995681,-5.535483,1988,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.74999999999999,20.81,885,729,5651,1870,5651,1870,957,913,1703,1641
56.993131,-5.530299,1988,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.85,-5.74999999999999,20.79,885,729,5651,1870,5651,1870,957,913,1703,1641
57.512935,-6.409167,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,953,809,5719,1948,5719,1948,1025,992,1771,1708
57.522936,-6.656132,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,953,813,5719,1960,5719,1960,1025,996,1771,1708
57.461225,-6.766776,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-6.84999999999999,5.14,943,808,5710,1964,5710,1964,1016,991,1762,1699
57.352743,-6.661144,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,931,795,5697,1949,5697,1949,1003,978,1749,1689
57.373931,-6.132742,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.55,-6.04999999999999,20.22,953,809,5719,1935,5719,1935,1025,993,1771,1715
57.461225,-6.766776,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.45,-6.84999999999999,5.14,943,808,5710,1964,5710,1964,1016,991,1762,1699
57.513143,-6.377438,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.55,-6.44999999999999,5.97,953,813,5719,1953,5719,1953,1025,997,1771,1712
57.33672,-6.432898,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-6.44999999999999,9.71,918,781,5684,1931,5684,1931,990,964,1736,1679
50.586731,-4.936213,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-4.94999999999999,7.11,186,65,4962,1468,4962,1468,259,226,1014,981
57.346244,-6.49394,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-6.54999999999999,3.39,930,793,5696,1943,5696,1943,1002,976,1748,1689
50.569809,-4.929511,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-4.94999999999999,9.04,186,65,4962,1468,4962,1468,259,226,1014,981
57.33672,-6.432898,1988,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.25,-6.44999999999999,9.71,918,781,5684,1931,5684,1931,990,964,1736,1679
57.994475,-6.7478,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.64999999999999,8.45,1010,870,5776,1998,5776,1998,1083,1054,1829,1766
57.999437,-6.711185,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.64999999999999,6.69,1010,870,5776,1998,5776,1998,1083,1054,1829,1766
57.969271,-6.724145,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.64999999999999,9.99,1010,870,5776,1998,5776,1998,1083,1054,1829,1766
57.931751,-6.619437,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-6.64999999999999,9.28,986,849,5753,1984,5753,1984,1059,1032,1805,1744
57.947371,-6.684041,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-6.64999999999999,11.02,986,849,5753,1984,5753,1984,1059,1032,1805,1744
57.959405,-6.699152,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.64999999999999,10.49,1010,870,5776,1998,5776,1998,1083,1054,1829,1766
57.949006,-6.614892,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-6.64999999999999,11.22,986,849,5753,1984,5753,1984,1059,1032,1805,1744
57.928297,-6.664644,1988,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.85,-6.64999999999999,8.76,986,849,5753,1984,5753,1984,1059,1032,1805,1744
58.034141,-7.026135,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.94999999999999,4.82,1011,874,5773,2012,5773,2012,1084,1057,1829,1765
54.432327,-5.558166,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,596,462,5363,1700,5363,1700,669,645,1415,1378
58.037945,-7.043634,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.95,-7.04999999999999,9.8,1001,865,5761,2009,5761,2009,1073,1048,1818,1753
56.032105,-5.300673,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",55.95,-5.34999999999999,9.64,765,626,5532,1788,5532,1788,838,810,1584,1546
58.028193,-7.062609,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-7.14999999999999,5.69,1013,877,5768,2021,5768,2021,1085,1060,1825,1764
58.028193,-7.062609,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-7.14999999999999,5.69,1013,877,5768,2021,5768,2021,1085,1060,1825,1764
58.056642,-7.025908,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.94999999999999,4.53,1011,874,5773,2012,5773,2012,1084,1057,1829,1765
58.030587,-7.047684,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.95,-7.04999999999999,8.97,1001,865,5761,2009,5761,2009,1073,1048,1818,1753
58.043886,-6.961337,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1011,874,5773,2012,5773,2012,1084,1057,1829,1764
58.032218,-7.029257,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-6.94999999999999,5.07,1011,874,5773,2012,5773,2012,1084,1057,1829,1765
56.121698,-5.210177,1988,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.15,-5.14999999999999,4.88,Inf,647,Inf,1792,Inf,1792,Inf,831,Inf,1570
55.89498,-5.35141,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,754,620,5521,1784,5521,1784,827,804,1573,1540
55.89498,-5.35141,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,754,620,5521,1784,5521,1784,827,804,1573,1540
55.763472,-5.327351,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,743,606,5509,1774,5509,1774,816,789,1562,1526
54.996913,-5.074314,1988,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,655,519,5421,1710,5421,1710,728,703,1473,1445
58.261878,-5.028119,1988,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.35,-5.24999999999999,16.27,1052,891,5818,1960,5818,1960,1125,1075,1871,1810
54.676197,-5.621074,1988,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,8.42,637,498,5403,1724,5403,1724,709,681,1455,1411
51.475545,-9.492554,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,395,4983,1799,4983,1799,496,500,1038,1029
51.424368,-9.488011,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,393,4983,1797,4983,1797,496,497,1038,1024
51.501029,-9.467463,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,500,1049,1032
51.47332,-9.455059,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,447,392,4983,1797,4983,1797,496,498,1038,1029
51.520975,-9.453696,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,501,1049,1034
51.51872,-9.417606,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,391,4994,1796,4994,1796,502,499,1049,1034
51.470528,-9.388767,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,440,388,4984,1792,4984,1792,489,494,1036,1028
54.669875,-8.814449,1987,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,894,574,5402,1895,5402,1895,945,742,1459,1383
51.520975,-9.453696,1987,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,501,1049,1034
51.585227,-9.418232,1987,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,451,394,4994,1798,4994,1798,502,503,1049,1041
51.470545,-9.387329,1987,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,440,388,4984,1792,4984,1792,489,494,1036,1028
51.485219,-9.282679,1987,2,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,433,381,4985,1786,4985,1786,484,489,1038,1030
53.488042,-6.00454,1987,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,490,370,5247,1670,5247,1670,563,550,1299,1269
52.237492,-10.33781,1987,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,574,479,5081,1881,5081,1881,625,598,1138,1119
51.432984,-9.517051,1987,3,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,454,395,4982,1800,4982,1800,503,499,1039,1025
53.616863,-9.806542,1987,3,"Ireland","HUMAN_OBSERVATION",53.65,-9.94999999999999,10.16,737,540,5246,1912,5246,1912,788,690,1303,1273
52.057034,-7.526917,1987,5,"Ireland","HUMAN_OBSERVATION",52.05,-7.44999999999999,5.32,374,297,5072,1688,5072,1688,447,446,1125,1096
50.087381,-5.078938,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,76,73,4898,1456,4898,1456,166,172,951,919
50.087381,-5.078938,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,76,73,4898,1456,4898,1456,166,172,951,919
50.096627,-5.103305,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.44,76,73,4898,1452,4898,1452,166,168,951,916
50.095729,-5.103247,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.36,76,73,4898,1452,4898,1452,166,168,951,916
50.097898,-5.122967,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,7.46,76,73,4898,1452,4898,1452,166,168,951,916
50.107027,-5.084395,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,72,72,4909,1457,4909,1457,176,175,961,921
50.087344,-5.080334,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,76,73,4898,1456,4898,1456,166,172,951,919
50.096627,-5.103305,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.44,76,73,4898,1452,4898,1452,166,168,951,916
50.087047,-5.091501,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,76,74,4898,1456,4898,1456,166,173,951,918
50.096627,-5.103305,1987,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.05,-5.04999999999999,6.44,76,73,4898,1452,4898,1452,166,168,951,916
59.534672,-1.604848,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1033,6083,1924,6083,1924,1389,1214,2135,1988
60.144053,-2.036917,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1097,6091,1993,6091,1993,1398,1278,2143,2046
60.392378,-1.093741,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1397,1133,6163,1987,6163,1987,1469,1312,2215,2087
59.523004,-1.606752,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1032,6083,1923,6083,1923,1389,1212,2135,1986
60.860293,-0.872494,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1428,1186,6194,2025,6194,2025,1501,1366,2247,2141
59.520357,-1.622688,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1032,6083,1923,6083,1923,1389,1212,2135,1986
60.109923,-2.065658,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1093,6091,1991,6091,1991,1398,1274,2143,2041
60.514282,-1.201434,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1388,1145,6154,2002,6154,2002,1460,1325,2206,2098
59.523004,-1.606752,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1032,6083,1923,6083,1923,1389,1212,2135,1986
60.00602,-1.193989,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1366,1089,6133,1954,6133,1954,1439,1269,2185,2045
60.00602,-1.193989,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1366,1089,6133,1954,6133,1954,1439,1269,2185,2045
60.136882,-1.025161,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1379,1105,6145,1961,6145,1961,1452,1285,2197,2061
59.508762,-1.651084,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1030,6083,1923,6083,1923,1389,1210,2135,1984
60.346316,-1.355923,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1371,1125,6137,1991,6137,1991,1444,1305,2189,2078
59.544549,-1.604732,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1034,6083,1925,6083,1925,1389,1215,2135,1989
56.192661,-2.567988,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
60.525609,-1.499933,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-1.54999999999999,3.86,1377,1145,6144,2015,6144,2015,1450,1326,2196,2097
59.548125,-1.599384,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1322,1035,6088,1925,6088,1925,1395,1215,2140,1989
59.545437,-1.601185,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1035,6083,1925,6083,1925,1389,1215,2135,1989
53.158205,-9.099509,1987,8,"Ireland","HUMAN_OBSERVATION",53.15,-9.14999999999999,3.49,714,463,5223,1841,5223,1841,765,613,1280,1215
56.192661,-2.567988,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
60.133276,-2.045905,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1095,6091,1993,6091,1993,1398,1277,2143,2044
60.315998,-1.653377,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1356,1119,6123,1997,6123,1997,1429,1300,2175,2070
60.131294,-0.998326,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1382,1105,6149,1960,6149,1960,1455,1285,2201,2061
60.131294,-0.998326,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1382,1105,6149,1960,6149,1960,1455,1285,2201,2061
56.192661,-2.567988,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
60.344784,-1.674812,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1356,1122,6123,2000,6123,2000,1429,1303,2175,2073
60.522874,-1.489045,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-1.54999999999999,4.5,1377,1145,6144,2015,6144,2015,1450,1326,2196,2097
56.189988,-2.563114,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
59.545437,-1.601185,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1035,6083,1925,6083,1925,1389,1215,2135,1989
56.192661,-2.567988,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,657,5959,1676,5959,1676,1133,837,2012,1616
56.188199,-2.561477,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,656,5959,1676,5959,1676,1133,837,2012,1616
59.534672,-1.604848,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1033,6083,1924,6083,1924,1389,1214,2135,1988
60.147825,-1.04825,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1379,1106,6145,1963,6145,1963,1452,1286,2197,2062
59.508762,-1.651084,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1030,6083,1923,6083,1923,1389,1210,2135,1984
60.133276,-2.045905,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1095,6091,1993,6091,1993,1398,1277,2143,2044
60.00602,-1.193989,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1366,1089,6133,1954,6133,1954,1439,1269,2185,2045
60.392378,-1.093741,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1397,1133,6163,1987,6163,1987,1469,1312,2215,2087
60.514282,-1.201434,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1388,1145,6154,2002,6154,2002,1460,1325,2206,2098
60.514282,-1.201434,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1388,1145,6154,2002,6154,2002,1460,1325,2206,2098
59.520357,-1.622688,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1032,6083,1923,6083,1923,1389,1212,2135,1986
59.508762,-1.651084,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1030,6083,1923,6083,1923,1389,1210,2135,1984
60.346316,-1.355923,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1371,1125,6137,1991,6137,1991,1444,1305,2189,2078
56.186409,-2.55984,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1097,656,5959,1675,5959,1675,1133,837,2012,1615
60.247792,-1.090512,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1389,1117,6156,1973,6156,1973,1462,1297,2208,2072
60.344784,-1.674812,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1356,1122,6123,2000,6123,2000,1429,1303,2175,2073
60.14495,-2.04232,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1325,1097,6091,1994,6091,1994,1398,1278,2143,2046
60.344784,-1.674812,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1356,1122,6123,2000,6123,2000,1429,1303,2175,2073
59.523004,-1.606752,1987,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1316,1032,6083,1923,6083,1923,1389,1212,2135,1986
