"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Gdynia_seaway","Gdynia_geodesic","SWC_seaway","SWC_geodesic"
59.924408,23.361052,2011,8,"Finland","HUMAN_OBSERVATION",59.95,23.45,5.72,681,677,1119,722
60.396587,26.253249,2011,8,"Finland","HUMAN_OBSERVATION",NA,NA,NA,822,803,1283,885
60.324528,25.52976,2011,8,"Finland","HUMAN_OBSERVATION",60.25,25.55,8.37,779,767,1239,843
60.032704,24.002704,2011,8,"Finland","HUMAN_OBSERVATION",59.95,24.05,9.58,701,694,1142,754
60.146277,24.891191,2011,8,"Finland","HUMAN_OBSERVATION",60.05,24.85,10.96,737,727,1191,800
59.828257,23.209542,2011,8,"Finland","HUMAN_OBSERVATION",NA,NA,NA,665,659,1103,705
59.845658,23.251986,2011,8,"Finland","HUMAN_OBSERVATION",NA,NA,NA,665,662,1103,708
59.815611,23.245583,2011,8,"Finland","HUMAN_OBSERVATION",NA,NA,NA,665,659,1103,707
60.266931,22.463974,2011,8,"Finland","HUMAN_OBSERVATION",NA,NA,NA,687,687,1093,680
43.416462,-3.412878,2011,8,"Spain","HUMAN_OBSERVATION",43.45,-3.34999999999999,6.31,2785,2009,2165,1900
58.44027,11.26717,2011,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,768,636,94,89
36.466531,22.977381,2011,9,"Greece","HUMAN_OBSERVATION",NA,NA,NA,6530,2026,5910,2501
37.318448,-1.699443,2011,9,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4336,2455,3716,2469
43.55372,7.14278,2011,9,"France","HUMAN_OBSERVATION",NA,NA,NA,5359,1471,4739,1604
43.55372,7.14278,2011,9,"France","HUMAN_OBSERVATION",NA,NA,NA,5359,1471,4739,1604
43.55372,7.14278,2011,9,"France","HUMAN_OBSERVATION",NA,NA,NA,5359,1471,4739,1604
43.56355,7.11592,2011,9,"France","HUMAN_OBSERVATION",NA,NA,NA,5359,1472,4739,1603
59.973058,24.510001,2011,9,"Finland","HUMAN_OBSERVATION",NA,NA,NA,718,709,1170,780
60.122081,24.929642,2011,9,"Finland","HUMAN_OBSERVATION",60.05,24.95,8.1,740,730,1197,806
60.122081,24.929642,2011,9,"Finland","HUMAN_OBSERVATION",60.05,24.95,8.1,740,730,1197,806
60.148904,24.957618,2011,9,"Finland","HUMAN_OBSERVATION",60.15,25.05,5.12,753,742,1207,814
59.937575,24.447392,2011,9,"Finland","HUMAN_OBSERVATION",NA,NA,NA,714,704,1164,775
60.108192,24.789127,2011,9,"Finland","HUMAN_OBSERVATION",60.05,24.75,6.83,734,724,1186,795
60.244063,22.378701,2011,9,"Finland","HUMAN_OBSERVATION",NA,NA,NA,685,683,1089,675
48.652966,-2.025675,2011,10,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1565,1448,1357
43.465744,-3.725631,2011,10,"Spain","HUMAN_OBSERVATION",NA,NA,NA,2780,2029,2159,1913
54.242548,-0.343451,2011,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1514,1232,893,844
49.58541,-1.23751,2011,10,"France","HUMAN_OBSERVATION",NA,NA,NA,1921,1462,1301,1240
38.71,0.17,2011,10,"Spain","HUMAN_OBSERVATION",38.65,0.15000000000001,6.9,4551,2243,3931,2277
45.34065,29.757115,2011,10,"Ukraine","HUMAN_OBSERVATION",45.35,29.85,7.34,Inf,1290,Inf,1850
60.234156,22.434504,2011,10,"Finland","HUMAN_OBSERVATION",NA,NA,NA,687,683,1093,678
60.357208,21.917915,2011,10,"Finland","HUMAN_OBSERVATION",60.35,21.85,3.82,685,684,1080,652
59.924408,23.361052,2011,10,"Finland","HUMAN_OBSERVATION",59.95,23.45,5.72,681,677,1119,722
60.292047,22.310809,2011,10,"Finland","HUMAN_OBSERVATION",NA,NA,NA,685,687,1089,673
59.80667,23.065475,2011,10,"Finland","HUMAN_OBSERVATION",59.75,23.05,6.37,650,647,1087,694
58.25074,11.46319,2011,10,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,742,613,69,65
58.25171,11.4639,2011,10,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,742,613,69,65
48.654156,-2.028934,2011,11,"France","HUMAN_OBSERVATION",NA,NA,NA,2068,1565,1448,1357
51.38774,1.372584,2011,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.35,1.45000000000001,6.83,1639,1204,1018,967
48.60164,-4.56533,2011,11,"France","HUMAN_OBSERVATION",NA,NA,NA,2182,1728,1562,1479
52.94926,1.142601,2011,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1509,1165,888,852
59.902678,22.721366,2011,11,"Finland","HUMAN_OBSERVATION",NA,NA,NA,663,655,1079,681
60.286315,26.22923,2011,11,"Finland","HUMAN_OBSERVATION",NA,NA,NA,817,793,1278,881
59.941377,22.42947,2011,11,"Finland","HUMAN_OBSERVATION",NA,NA,NA,656,653,1068,667
60.369148,26.351933,2011,11,"Finland","HUMAN_OBSERVATION",NA,NA,NA,828,804,1288,889
51.10141,4.3279,2011,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.08244,4.36931,2011,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,30.92,1563,1026,943,854
51.08244,4.36931,2011,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,30.92,1563,1026,943,854
51.07481,4.40192,2011,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2011,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.63,3.69,2011,12,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1532,1049,911,849
54.167836,-2.843934,2011,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2289,1394,1659,989
54.10353,-0.119566,2010,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1507,1220,887,840
55.7523,-4.918325,2010,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2069,1504,1440,1039
54.389664,-5.461662,2010,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
50.70814,-1.883119,2010,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.88,1917,1447,1297,1179
51.08244,4.36931,2010,4,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,30.92,1563,1026,943,854
62.972059,8.470646,2010,5,"Norway","HUMAN_OBSERVATION",62.95,8.35000000000001,6.58,1665,1116,1036,616
59.032062,5.942598,2010,5,"Norway","HUMAN_OBSERVATION",58.95,5.95000000000001,9.14,1119,923,489,367
49.59224,-1.24995,2010,6,"France","HUMAN_OBSERVATION",NA,NA,NA,1921,1463,1301,1240
38.18,-0.78,2010,6,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,20.41,4470,2323,3849,2349
38.16,-0.62,2010,6,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,6.23,4470,2323,3849,2349
54.327538,13.086433,2010,6,"Germany","HUMAN_OBSERVATION",54.45,13.05,13.84,412,363,367,369
54.316025,13.097913,2010,6,"Germany","HUMAN_OBSERVATION",54.45,13.05,15.23,412,363,367,369
43.419624,3.602634,2010,7,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,8.65,5166,1646,4545,1691
41.063271,1.08211,2010,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4832,1976,4212,1998
58.54942,-4.652684,2010,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1646,1497,1016,968
51.08244,4.36931,2010,7,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,30.92,1563,1026,943,854
51.10141,4.3279,2010,7,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,7,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
44.493592,33.595923,2010,8,"Ukraine","HUMAN_OBSERVATION",NA,NA,NA,Inf,1543,Inf,2103
37.073121,-8.302217,2010,8,"Portugal","HUMAN_OBSERVATION",NA,NA,NA,3636,2818,3015,2722
44.849052,13.833686,2010,8,"Croatia","HUMAN_OBSERVATION",44.85,13.75,6.61,6910,1124,6290,1434
54.103816,-0.137908,2010,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1507,1221,887,841
54.300054,-0.408762,2010,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.35,-0.34999999999999,6.74,1509,1230,888,838
56.63066,-5.334977,2010,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2009,1525,1379,1036
40.604765,24.740205,2010,8,"Greece","HUMAN_OBSERVATION",40.55,24.75,6.15,6989,1611,6369,2121
43.237745,16.606637,2010,8,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6637,1256,6017,1642
57.678894,22.574158,2010,8,"Latvia","HUMAN_OBSERVATION",57.65,22.65,5.54,466,435,970,651
56.63066,-5.334977,2010,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2009,1525,1379,1036
54.567684,13.098106,2010,8,"Germany","HUMAN_OBSERVATION",NA,NA,NA,402,360,356,357
54.327137,13.085403,2010,8,"Germany","HUMAN_OBSERVATION",54.45,13.05,13.87,412,363,367,369
43.548113,-5.641823,2010,9,"Spain","HUMAN_OBSERVATION",43.65,-5.64999999999999,11.36,2756,2127,2136,1974
43.548113,-5.641823,2010,9,"Spain","HUMAN_OBSERVATION",43.65,-5.64999999999999,11.36,2756,2127,2136,1974
43.470884,-3.776202,2010,9,"Spain","HUMAN_OBSERVATION",NA,NA,NA,2780,2032,2159,1915
43.550414,-6.541843,2010,9,"Spain","HUMAN_OBSERVATION",43.65,-6.54999999999999,11.11,2768,2180,2148,2013
43.550103,-6.541672,2010,9,"Spain","HUMAN_OBSERVATION",43.65,-6.54999999999999,11.14,2768,2180,2148,2013
48.240336,-4.55211,2010,9,"France","HUMAN_OBSERVATION",NA,NA,NA,2237,1748,1617,1509
60.357208,21.917915,2010,9,"Finland","HUMAN_OBSERVATION",60.35,21.85,3.82,685,684,1080,652
60.316969,21.962573,2010,9,"Finland","HUMAN_OBSERVATION",60.35,22.05,6.06,689,688,1087,662
51.10141,4.3279,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.07481,4.40192,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
54.326736,13.086433,2010,9,"Germany","HUMAN_OBSERVATION",54.45,13.05,13.92,412,363,367,369
48.27953,-4.62783,2010,10,"France","HUMAN_OBSERVATION",NA,NA,NA,2235,1750,1615,1510
35.015489,25.847294,2010,10,"Greece","HUMAN_OBSERVATION",34.95,25.85,7.29,6849,2238,6229,2738
50.634083,-2.376716,2010,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.34999999999999,9.55,1949,1484,1328,1211
54.422842,-0.522694,2010,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-0.44999999999999,5.59,1510,1235,889,838
50.7084,-1.833346,2010,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,6.61,1917,1447,1297,1179
51.10516,4.14163,2010,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.28,1563,1026,943,854
51.10516,4.14163,2010,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.28,1563,1026,943,854
51.10516,4.14163,2010,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.28,1563,1026,943,854
48.78542,-3.57713,2010,11,"France","HUMAN_OBSERVATION",NA,NA,NA,2111,1655,1491,1417
51.10141,4.3279,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.10141,4.3279,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.2,1563,1026,943,854
51.07481,4.40192,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
51.07481,4.40192,2010,11,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.41,1563,1026,943,854
36.859387,-2.005625,2009,3,"Spain","HUMAN_OBSERVATION",36.85,-1.94999999999999,5.06,4274,2511,3654,2526
46.21833,-1.50889,2009,4,"France","HUMAN_OBSERVATION",46.25,-1.44999999999999,5.74,2569,1687,1949,1556
46.23722,-1.49889,2009,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2569,1691,1949,1559
45.80583,-1.09194,2009,4,"France","HUMAN_OBSERVATION",45.85,-1.14999999999999,6.67,2620,1699,1999,1583
43.6736,-1.42744,2009,4,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,8.7,2796,1878,2176,1801
51.100837,1.257873,2009,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,5.69,1675,1231,1055,1002
54.390832,-5.46233,2009,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
54.390832,-5.46233,2009,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
43.385215,16.542492,2009,5,"Croatia","HUMAN_OBSERVATION",43.45,16.55,7.24,6660,1233,6040,1618
47.794475,-3.762119,2009,5,"France","HUMAN_OBSERVATION",NA,NA,NA,2333,1725,1712,1511
58.86777,11.1424,2009,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,813,673,140,137
43.835935,7.900915,2009,6,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5429,1414,4809,1563
46.24806,-1.56806,2009,7,"France","HUMAN_OBSERVATION",46.25,-1.64999999999999,6.31,2558,1699,1938,1563
41.674267,2.792096,2009,7,"Spain","HUMAN_OBSERVATION",41.65,2.85000000000001,5.52,4958,1839,4338,1891
38.18,-0.78,2009,7,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,20.41,4470,2323,3849,2349
50.30524,-4.112577,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1609,1479,1319
58.57521,11.06808,2009,8,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,782,654,109,107
44.948864,35.246959,2009,9,"Ukraine","HUMAN_OBSERVATION",44.95,35.35,8.12,Inf,1595,Inf,2152
51.10744,1.285218,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,6.85,1675,1231,1055,1002
44.593323,34.361324,2009,9,"Ukraine","HUMAN_OBSERVATION",NA,NA,NA,Inf,1573,Inf,2133
51.085257,1.20422,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1675,1232,1055,1001
39.36,-0.35,2009,9,"Spain","HUMAN_OBSERVATION",39.35,-0.24999999999999,8.68,4645,2197,4025,2214
51.52,3.95,2009,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1535,1037,914,849
43.54028,7.08278,2009,11,"France","HUMAN_OBSERVATION",43.55,7.15000000000001,5.53,5359,1472,4739,1604
51.63,3.69,2009,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1532,1049,911,849
36.744307,-3.649816,2008,1,"Spain","HUMAN_OBSERVATION",36.65,-3.64999999999999,10.5,4113,2613,3493,2599
51.39325,1.388929,2008,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.35,1.45000000000001,6.42,1639,1204,1018,967
54.390832,-5.46233,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
54.390832,-5.46233,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
51.547696,-3.948342,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2393,1544,1773,1217
48.81427,-3.53844,2008,4,"France","HUMAN_OBSERVATION",NA,NA,NA,2103,1651,1482,1412
51.37722,1.451562,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1203,1018,965
50.750861,1.59493,2008,5,"France","HUMAN_OBSERVATION",NA,NA,NA,1691,1223,1071,1014
43.148996,6.411074,2008,5,"France","HUMAN_OBSERVATION",NA,NA,NA,5286,1541,4666,1659
58.426588,8.752047,2008,5,"Norway","HUMAN_OBSERVATION",58.35,8.75000000000001,8.53,838,749,207,191
51.11761,1.313556,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.35000000000001,7.95,1670,1224,1050,998
38.6,-0.04,2008,5,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4530,2257,3910,2288
52.07,4.21,2008,5,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,4.67,1477,1002,857,793
52.07,4.21,2008,5,"Netherlands","HUMAN_OBSERVATION",52.05,4.15000000000001,4.67,1477,1002,857,793
48.748617,-4.023176,2008,6,"France","HUMAN_OBSERVATION",NA,NA,NA,2143,1685,1522,1441
56.048534,-2.629157,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.05,-2.54999999999999,4.92,1556,1354,934,888
55.20933,-6.112838,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2055,1585,1426,1131
51.111744,1.296509,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.05,1.25000000000001,7.6,1675,1231,1055,1002
38.18,-0.78,2008,7,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,20.41,4470,2323,3849,2349
38.2,-0.58,2008,7,"Spain","HUMAN_OBSERVATION",NA,NA,NA,4470,2320,3849,2345
53.32144,-4.023242,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2295,1490,1665,1104
55.0205,8.438262,2008,7,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1083,660,463,359
39.140465,17.055699,2008,8,"Italy","HUMAN_OBSERVATION",39.15,17.15,8.21,6090,1705,5470,2098
41.9214,3.2158,2008,8,"Spain","HUMAN_OBSERVATION",NA,NA,NA,5004,1797,4384,1853
54.45286,-5.590624,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2150,1565,1520,1133
41.9214,3.2158,2008,8,"Spain","HUMAN_OBSERVATION",NA,NA,NA,5004,1797,4384,1853
56.79479,12.61294,2008,8,"Sweden","HUMAN_OBSERVATION",56.75,12.55,6.29,567,462,113,115
51.95,4.05,2008,9,"Netherlands","HUMAN_OBSERVATION",51.95,3.95000000000001,6.86,1493,1019,872,810
48.81427,-3.53844,2008,9,"France","HUMAN_OBSERVATION",NA,NA,NA,2103,1651,1482,1412
38.15,-0.7,2008,9,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,13.13,4470,2323,3849,2349
59.29474,-2.612998,2008,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1537,1397,908,854
51.39182,1.404787,2008,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1205,1018,966
51.392733,1.403957,2008,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1205,1018,966
51.07184,1.169888,2008,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1682,1235,1062,1004
51.4256,0.831955,2008,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1654,1241,1034,989
50.40409,-3.540471,2008,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.45,-3.44999999999999,8.2,2031,1560,1410,1274
38.029571,13.588943,2007,1,"Italy","HUMAN_OBSERVATION",38.05,13.65,5.82,5691,1862,5071,2187
51.539,3.93,2007,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1535,1038,914,848
55.20701,-6.657213,2007,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2056,1620,1427,1163
51.347728,1.441842,2007,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1205,1018,968
51.326218,1.404725,2007,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1208,1018,971
51.52,3.95,2007,3,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1535,1037,914,849
54.390832,-5.46233,2007,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
54.390832,-5.46233,2007,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2162,1558,1532,1129
51.63,3.69,2007,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1532,1049,911,849
43.67945,-1.42895,2007,5,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,8.03,2796,1878,2176,1801
39.295526,9.611958,2007,5,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5369,1817,4748,2050
43.66791,-1.41238,2007,5,"France","HUMAN_OBSERVATION",43.75,-1.44999999999999,9.63,2796,1878,2176,1801
38.18,-0.79,2007,5,"Spain","HUMAN_OBSERVATION",38.15,-0.54999999999999,21.27,4470,2323,3849,2349
51.3884,1.369073,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.35000000000001,6.98,1634,1206,1013,963
45.422733,12.436717,2007,6,"Italy","HUMAN_OBSERVATION",45.35,12.45,8.16,7024,1105,6404,1373
54.43356,-5.606259,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.45,-5.54999999999999,4.08,2150,1562,1520,1131
39.34,-0.31,2007,6,"Spain","HUMAN_OBSERVATION",39.35,-0.24999999999999,5.28,4645,2197,4025,2214
55.20869,-6.652096,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2056,1619,1427,1163
58.772654,17.471379,2007,7,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,487,796,359
51.148,1.386857,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.15,1.45000000000001,4.41,1657,1213,1037,985
43.883924,15.535382,2007,7,"Croatia","HUMAN_OBSERVATION",NA,NA,NA,6739,1197,6119,1557
51.38694,1.344394,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.35000000000001,7.03,1634,1206,1013,963
54.4265,-5.598558,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2150,1566,1520,1135
40.898616,8.217774,2007,8,"Italy","HUMAN_OBSERVATION",40.95,8.25000000000001,6.33,5285,1688,4665,1877
54.42648,-5.58347,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2150,1565,1520,1134
51.33585,1.436192,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1206,1018,969
60.357208,21.917915,2007,9,"Finland","HUMAN_OBSERVATION",60.35,21.85,3.82,685,684,1080,652
60.322308,22.352737,2007,9,"Finland","HUMAN_OBSERVATION",NA,NA,NA,696,691,1098,677
54.188351,7.870735,2007,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1182,701,562,457
56.63088,16.4545,2007,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,283,280,556,309
51.378209,1.191837,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.15000000000001,8.5,1642,1219,1021,972
46.20753,-1.42382,2007,10,"France","HUMAN_OBSERVATION",NA,NA,NA,2569,1689,1949,1559
51.52,3.95,2007,11,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1535,1037,914,849
51.08263,1.195042,2007,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1682,1233,1062,1002
53.425906,-4.484759,2007,NA,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2274,1517,1645,1124
51.52,3.95,2006,2,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1535,1037,914,849
50.605694,-2.130662,2006,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.55,-2.14999999999999,6.35,1934,1471,1314,1202
50.35518,-4.127538,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2100,1608,1479,1316
50.399267,-3.49068,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2034,1565,1414,1280
50.400166,-3.490708,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2031,1565,1410,1280
50.400166,-3.490708,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,2031,1565,1410,1280
50.315476,-4.085029,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,6.01,2100,1609,1479,1317
51.34604,1.442048,2006,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1639,1205,1018,968
58.2305,11.3975,2006,5,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,745,615,71,64
54.156736,7.887592,2006,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1182,701,562,460
53.557513,8.578375,2006,6,"Germany","HUMAN_OBSERVATION",NA,NA,NA,1251,667,631,500
