"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Plymouth_seaway","Plymouth_geodesic"
43.41729,4.972923,2025,1,"France","HUMAN_OBSERVATION",43.35,4.95000000000001,7.72,3207,1043
43.441772,3.695051,2025,1,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.85,3162,980
43.441772,3.695051,2025,1,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.85,3162,980
43.513782,4.11836,2025,1,"France","HUMAN_OBSERVATION",43.55,4.05000000000001,6.83,3190,981
40.400782,22.899397,2025,2,"Greece","HUMAN_OBSERVATION",NA,NA,NA,5000,2372
43.424299,3.700209,2025,2,"France","HUMAN_OBSERVATION",43.35,3.75000000000001,9.2,3163,985
43.424299,3.700209,2025,2,"France","HUMAN_OBSERVATION",43.35,3.75000000000001,9.2,3163,985
43.428536,4.938376,2025,3,"France","HUMAN_OBSERVATION",43.35,4.95000000000001,8.79,3207,1043
50.356458,-4.127133,2025,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,0,2
51.22699,2.94429,2025,3,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,7.05,544,503
51.22625,2.94367,2025,3,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,7.04,544,503
49.23398,-2.248399,2025,4,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,185,186
43.424711,3.700322,2025,4,"France","HUMAN_OBSERVATION",43.35,3.75000000000001,9.24,3163,985
54.493746,-5.651586,2025,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.55,-5.64999999999999,6.26,609,476
48.639821,-2.246017,2025,4,"France","HUMAN_OBSERVATION",NA,NA,NA,235,237
51.26934,3.21353,2025,5,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,10.01,569,526
43.111769,3.122651,2024,3,"France","HUMAN_OBSERVATION",43.05,3.15000000000001,7.23,3127,986
45.434645,12.339233,2024,4,"Italy","HUMAN_OBSERVATION",45.35,12.35,9.46,5026,1351
45.434645,12.339233,2024,4,"Italy","HUMAN_OBSERVATION",45.35,12.35,9.46,5026,1351
51.5,4.15,2024,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
51.5,4.15,2024,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
54.665278,-5.6725,2024,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.54,637,498
54.665278,-5.6725,2024,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.54,637,498
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
49.175746,-2.100143,2024,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,198,199
51.7,4.05,2024,6,"Netherlands","HUMAN_OBSERVATION",51.75,4.05000000000001,5.57,646,595
51.55,3.8,2024,6,"Netherlands","HUMAN_OBSERVATION",51.65,3.75000000000001,11.66,622,573
54.665278,-5.6725,2024,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.54,637,498
54.665278,-5.6725,2024,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.54,637,498
51.708259,4.002105,2024,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,646,591
49.292062,-1.934718,2024,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,200,200
49.232459,-2.02209,2024,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,195,199
49.232459,-2.02209,2024,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,195,199
51.5,4.15,2024,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
51.45,4.05,2024,7,"Netherlands","HUMAN_OBSERVATION",51.45,3.95000000000001,6.94,651,582
51.5,4,2024,7,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,640,584
51.5,4,2024,7,"Netherlands","HUMAN_OBSERVATION",51.55,3.95000000000001,6.56,640,584
51.7,3.9,2024,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.85000000000001,6.55,632,582
51.6,4.1,2024,7,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,6.55,646,591
51.5,4.05,2024,7,"Netherlands","HUMAN_OBSERVATION",51.55,4.05000000000001,5.57,646,591
51.45,4.2,2024,7,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,664,600
48.538148,-1.969964,2024,8,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,13.78,245,244
49.291661,-1.9365,2024,8,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,200,199
47.544844,-2.893408,2024,8,"France","HUMAN_OBSERVATION",NA,NA,NA,414,327
47.544994,-2.892872,2024,8,"France","HUMAN_OBSERVATION",NA,NA,NA,414,327
54.522347,-5.653525,2024,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,609,473
45.309694,12.316925,2024,8,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5026,1351
51.75,3.85,2024,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,582
51.75,3.85,2024,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,582
51.75,3.85,2024,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,582
54.522347,-5.653525,2024,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,609,473
44.664317,-1.179646,2024,9,"France","HUMAN_OBSERVATION",44.75,-1.14999999999999,9.82,715,664
51.7,3.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,629,577
51.65,3.75,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,622,573
54.664658,-5.671622,2024,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.6,637,498
48.596436,-2.018409,2024,10,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,6.4,245,244
54.664658,-5.671622,2024,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.6,637,498
51.23159,2.95138,2024,10,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,7.36,544,503
51.11386,2.61125,2024,10,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,527,485
60.424302,5.292227,2024,10,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1510,1267
42.810192,3.020387,2024,11,"France","HUMAN_OBSERVATION",NA,NA,NA,3106,1003
48.576701,-1.99618,2024,11,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,9.07,245,244
48.839469,-1.610153,2024,11,"France","HUMAN_OBSERVATION",NA,NA,NA,248,250
42.809511,3.020523,2024,11,"France","HUMAN_OBSERVATION",NA,NA,NA,3106,1003
45.222147,12.293034,2024,11,"Italy","HUMAN_OBSERVATION",NA,NA,NA,5024,1355
51.27073,3.00807,2024,12,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,9.29,562,519
60.499652,4.930511,2024,12,"Norway","HUMAN_OBSERVATION",NA,NA,NA,1507,1264
51.75,3.85,2023,1,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,582
56.884445,8.63728,2023,2,"Denmark","HUMAN_OBSERVATION",56.95,8.75000000000001,10.01,1283,1121
43.425,3.69986,2023,2,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.27,3162,980
43.424711,3.700322,2023,3,"France","HUMAN_OBSERVATION",43.35,3.75000000000001,9.24,3163,985
43.441681,3.695143,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.84,3162,980
43.441681,3.695143,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.84,3162,980
43.441871,3.695011,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.86,3162,980
43.441871,3.695011,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.86,3162,980
43.441871,3.695011,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,10.86,3162,980
43.425,3.69986,2023,3,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.27,3162,980
51.5,4.15,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
51.5,4.15,2023,4,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
54.664551,-5.670856,2023,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.61,637,498
36.528314,-6.306714,2023,5,"Spain","HUMAN_OBSERVATION",NA,NA,NA,1826,1547
49.28721,-1.930384,2023,5,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,200,200
51.75,3.85,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,632,582
51.55,4,2023,5,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,646,588
43.42472,3.7,2023,5,"France","HUMAN_OBSERVATION",43.35,3.65000000000001,9.25,3162,980
49.159541,-2.029933,2023,6,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,203,204
47.793258,-2.606059,2023,6,"France","HUMAN_OBSERVATION",47.55,-2.84999999999999,32.68,414,328
51.5,4.15,2023,6,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,657,597
49.51196,-1.86208,2023,6,"France","HUMAN_OBSERVATION",49.45,-1.84999999999999,6.95,199,194
55.206659,-6.239275,2023,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,706,557
51.33331,3.20119,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.02,569,526
51.33459,3.20606,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.26,569,526
51.33327,3.20098,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4,569,526
51.33327,3.20222,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.08,569,526
51.33387,3.20312,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.11,569,526
51.33316,3.20177,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.06,569,526
51.33333,3.20083,2023,6,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,3.99,569,526
51.557706,-9.042475,2023,7,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,423,368
48.82218,-1.587217,2023,7,"France","HUMAN_OBSERVATION",48.85,-1.64999999999999,5.55,248,247
48.570861,-1.979181,2023,7,"France","HUMAN_OBSERVATION",48.65,-2.04999999999999,10.24,245,244
49.203392,-2.017072,2023,7,"Jersey","HUMAN_OBSERVATION",NA,NA,NA,195,201
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
51.7,3.95,2023,7,"Netherlands","HUMAN_OBSERVATION",51.75,3.95000000000001,5.57,639,588
54.664343,-5.67026,2023,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.62,637,498
54.664343,-5.67026,2023,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.75,-5.64999999999999,9.62,637,498
